"x"	"col"	"sp"	"size"	"tag"
"1420"	39741933	39913602.5	"Flamingo (Mirandornithes)"	17917	"chr4"
"1421"	39837900.5	40003505	"Flamingo (Mirandornithes)"	150996	"chr4"
"1422"	39936138	40097645.5	"Flamingo (Mirandornithes)"	19009	"chr4"
"1423"	40026309.5	40171224.5	"Flamingo (Mirandornithes)"	125343	"chr4"
"1424"	40101183.5	40242666.5	"Flamingo (Mirandornithes)"	14919	"chr4"
"1425"	40134068.5	40268646.5	"Flamingo (Mirandornithes)"	35397	"chr4"
"1426"	40160303	40293882.5	"Flamingo (Mirandornithes)"	7839	"chr4"
"1427"	40169010	40302864.5	"Flamingo (Mirandornithes)"	8933	"chr4"
"1428"	40176234.5	40310464.5	"Flamingo (Mirandornithes)"	5627	"chr4"
"1429"	40184448	40326333.5	"Flamingo (Mirandornithes)"	10847	"chr4"
"1430"	40193055	40338326.5	"Flamingo (Mirandornithes)"	6063	"chr4"
"1431"	40199936.5	40345430	"Flamingo (Mirandornithes)"	6264	"chr4"
"1432"	40264409.5	40409027.5	"Flamingo (Mirandornithes)"	46295	"chr4"
"1433"	40308661	40453125.5	"Flamingo (Mirandornithes)"	39613	"chr4"
"1434"	40338891	40483789	"Flamingo (Mirandornithes)"	16778	"chr4"
"1435"	40386076	40530252	"Flamingo (Mirandornithes)"	68578	"chr4"
"1436"	40424179.5	40570492.5	"Flamingo (Mirandornithes)"	5781	"chr4"
"1437"	40435408.5	40582085.5	"Flamingo (Mirandornithes)"	15539	"chr4"
"1438"	40458018.5	40605905.5	"Flamingo (Mirandornithes)"	18733	"chr4"
"1439"	40495394	40642783.5	"Flamingo (Mirandornithes)"	41339	"chr4"
"1440"	40525989.5	40671406	"Flamingo (Mirandornithes)"	9634	"chr4"
"1441"	40550898	40697984	"Flamingo (Mirandornithes)"	34820	"chr4"
"1442"	40579928	40727087.5	"Flamingo (Mirandornithes)"	20209	"chr4"
"1443"	40597002	40744725.5	"Flamingo (Mirandornithes)"	10703	"chr4"
"1444"	40610027.5	40757743	"Flamingo (Mirandornithes)"	12334	"chr4"
"1445"	40634518.5	40781236.5	"Flamingo (Mirandornithes)"	13739	"chr4"
"1446"	40651643.5	40795385	"Flamingo (Mirandornithes)"	13584	"chr4"
"1447"	40666764	40810350	"Flamingo (Mirandornithes)"	5424	"chr4"
"1448"	40688376	40831218	"Flamingo (Mirandornithes)"	35068	"chr4"
"1449"	40713885.5	40858145	"Flamingo (Mirandornithes)"	5008	"chr4"
"1450"	40721719	40865077	"Flamingo (Mirandornithes)"	7628	"chr4"
"1451"	40851029	40984400	"Flamingo (Mirandornithes)"	209222	"chr4"
"1452"	40993432	41139941	"Flamingo (Mirandornithes)"	31046	"chr4"
"1453"	41022958	41173838	"Flamingo (Mirandornithes)"	24296	"chr4"
"1454"	41043216	41194195	"Flamingo (Mirandornithes)"	15296	"chr4"
"1455"	41082341	41229854	"Flamingo (Mirandornithes)"	38094	"chr4"
"1456"	41115031	41261544.5	"Flamingo (Mirandornithes)"	24345	"chr4"
"1457"	41140980	41286921.5	"Flamingo (Mirandornithes)"	24475	"chr4"
"1458"	41163776.5	41308903	"Flamingo (Mirandornithes)"	18304	"chr4"
"1459"	41188346.5	41334773	"Flamingo (Mirandornithes)"	18556	"chr4"
"1460"	41201997.5	41349607	"Flamingo (Mirandornithes)"	8922	"chr4"
"1461"	41214056	41362831	"Flamingo (Mirandornithes)"	14956	"chr4"
"1462"	41274226.5	41421403	"Flamingo (Mirandornithes)"	100734	"chr4"
"1463"	41348769	41494051.5	"Flamingo (Mirandornithes)"	43671	"chr4"
"1464"	41400584	41546098	"Flamingo (Mirandornithes)"	45200	"chr4"
"1465"	41443372	41589338.5	"Flamingo (Mirandornithes)"	39035	"chr4"
"1466"	41476694.5	41622223.5	"Flamingo (Mirandornithes)"	24545	"chr4"
"1467"	41493604	41639381	"Flamingo (Mirandornithes)"	7178	"chr4"
"1468"	41507935	41654139.5	"Flamingo (Mirandornithes)"	21227	"chr4"
"1469"	41535288.5	41683008	"Flamingo (Mirandornithes)"	23958	"chr4"
"1470"	41588239	41735153.5	"Flamingo (Mirandornithes)"	79341	"chr4"
"1471"	41642941	41787621.5	"Flamingo (Mirandornithes)"	10545	"chr4"
"1472"	41668736	41813730	"Flamingo (Mirandornithes)"	41090	"chr4"
"1473"	41716224.5	41860883	"Flamingo (Mirandornithes)"	51670	"chr4"
"1474"	41758942	41902782.5	"Flamingo (Mirandornithes)"	31505	"chr4"
"1475"	41789325.5	41932962	"Flamingo (Mirandornithes)"	28192	"chr4"
"1476"	41825476	41968439.5	"Flamingo (Mirandornithes)"	42035	"chr4"
"1477"	41865477	42006838	"Flamingo (Mirandornithes)"	33814	"chr4"
"1478"	41890721	42030491.5	"Flamingo (Mirandornithes)"	12003	"chr4"
"1479"	41908834	42049239	"Flamingo (Mirandornithes)"	12024	"chr4"
"1480"	41925339.5	42066784.5	"Flamingo (Mirandornithes)"	19793	"chr4"
"1481"	41948611.5	42092612	"Flamingo (Mirandornithes)"	25540	"chr4"
"1482"	41973663	42117624.5	"Flamingo (Mirandornithes)"	23197	"chr4"
"1483"	41993097	42137321	"Flamingo (Mirandornithes)"	14994	"chr4"
"1484"	42004613	42148544.5	"Flamingo (Mirandornithes)"	6191	"chr4"
"1485"	42018264	42159473	"Flamingo (Mirandornithes)"	5064	"chr4"
"1486"	42026656	42168452.5	"Flamingo (Mirandornithes)"	11687	"chr4"
"1487"	42048807.5	42193362	"Flamingo (Mirandornithes)"	16302	"chr4"
"1488"	42068243	42218154	"Flamingo (Mirandornithes)"	12008	"chr4"
"1489"	42084701.5	42234577	"Flamingo (Mirandornithes)"	15734	"chr4"
"1490"	42098585.5	42249282.5	"Flamingo (Mirandornithes)"	10993	"chr4"
"1491"	42128000.5	42281684	"Flamingo (Mirandornithes)"	32312	"chr4"
"1492"	42175595	42327271.5	"Flamingo (Mirandornithes)"	28139	"chr4"
"1493"	42202919.5	42353003.5	"Flamingo (Mirandornithes)"	22885	"chr4"
"1494"	42222996.5	42373494	"Flamingo (Mirandornithes)"	15086	"chr4"
"1495"	42247491.5	42392182.5	"Flamingo (Mirandornithes)"	14371	"chr4"
"1496"	42259302.5	42404210	"Flamingo (Mirandornithes)"	8674	"chr4"
"1497"	42284126	42427793.5	"Flamingo (Mirandornithes)"	29383	"chr4"
"1498"	42305137.5	42449488.5	"Flamingo (Mirandornithes)"	10801	"chr4"
"1499"	42318950.5	42463223.5	"Flamingo (Mirandornithes)"	15227	"chr4"
"1500"	42334545	42480670	"Flamingo (Mirandornithes)"	14758	"chr4"
"1501"	42349676	42495552.5	"Flamingo (Mirandornithes)"	14575	"chr4"
"1502"	42363695	42508727.5	"Flamingo (Mirandornithes)"	10611	"chr4"
"1503"	42374198	42518840.5	"Flamingo (Mirandornithes)"	9145	"chr4"
"1504"	42381639	42526509.5	"Flamingo (Mirandornithes)"	5595	"chr4"
"1505"	42392953.5	42537651	"Flamingo (Mirandornithes)"	16148	"chr4"
"1506"	42417984	42562389.5	"Flamingo (Mirandornithes)"	19933	"chr4"
"1507"	42431263.5	42577155.5	"Flamingo (Mirandornithes)"	5359	"chr4"
"1508"	42441159.5	42587799	"Flamingo (Mirandornithes)"	14728	"chr4"
"1509"	42456159	42604395.5	"Flamingo (Mirandornithes)"	13007	"chr4"
"1510"	42478447	42628835.5	"Flamingo (Mirandornithes)"	31667	"chr4"
"1511"	42498136	42648797.5	"Flamingo (Mirandornithes)"	7813	"chr4"
"1512"	42516171.5	42666148.5	"Flamingo (Mirandornithes)"	26271	"chr4"
"1513"	42537734.5	42689381.5	"Flamingo (Mirandornithes)"	7799	"chr4"
"1514"	42548616	42700856.5	"Flamingo (Mirandornithes)"	8183	"chr4"
"1515"	42559672.5	42711829.5	"Flamingo (Mirandornithes)"	12205	"chr4"
"1516"	42584960	42739030.5	"Flamingo (Mirandornithes)"	20459	"chr4"
"1517"	42605419.5	42759770	"Flamingo (Mirandornithes)"	8544	"chr4"
"1518"	42613093.5	42767964	"Flamingo (Mirandornithes)"	6944	"chr4"
"1519"	42624579.5	42779894	"Flamingo (Mirandornithes)"	14546	"chr4"
"1520"	42649197.5	42802917	"Flamingo (Mirandornithes)"	29340	"chr4"
"1521"	42669118.5	42820785	"Flamingo (Mirandornithes)"	5828	"chr4"
"1522"	42680868.5	42833832	"Flamingo (Mirandornithes)"	9298	"chr4"
"1523"	42688172.5	42842031	"Flamingo (Mirandornithes)"	5452	"chr4"
"1524"	42696971	42850946	"Flamingo (Mirandornithes)"	11918	"chr4"
"1525"	42708476.5	42864180.5	"Flamingo (Mirandornithes)"	7115	"chr4"
"1526"	42722888	42878364.5	"Flamingo (Mirandornithes)"	20591	"chr4"
"1527"	42741292.5	42896221	"Flamingo (Mirandornithes)"	13608	"chr4"
"1528"	42754940.5	42907445.5	"Flamingo (Mirandornithes)"	7667	"chr4"
"1529"	42806665.5	42945993	"Flamingo (Mirandornithes)"	68378	"chr4"
"1530"	42863659.5	42995044.5	"Flamingo (Mirandornithes)"	29363	"chr4"
"1531"	42911836	43042408	"Flamingo (Mirandornithes)"	8442	"chr4"
"1532"	42933499.5	43061236	"Flamingo (Mirandornithes)"	24798	"chr4"
"1533"	42950087	43077714	"Flamingo (Mirandornithes)"	6928	"chr4"
"1534"	42965189.5	43093827.5	"Flamingo (Mirandornithes)"	11059	"chr4"
"1535"	42996526	43125277	"Flamingo (Mirandornithes)"	50442	"chr4"
"1536"	43039080	43169215	"Flamingo (Mirandornithes)"	32414	"chr4"
"1537"	43091349	43227393	"Flamingo (Mirandornithes)"	13686	"chr4"
"1538"	43104168.5	43238857.5	"Flamingo (Mirandornithes)"	7855	"chr4"
"1539"	43128822.5	43261818.5	"Flamingo (Mirandornithes)"	24331	"chr4"
"1540"	43163322	43287283	"Flamingo (Mirandornithes)"	16444	"chr4"
"1541"	43174576.5	43300603.5	"Flamingo (Mirandornithes)"	5051	"chr4"
"1542"	43185577.5	43312258.5	"Flamingo (Mirandornithes)"	16437	"chr4"
"1543"	43201525	43328811.5	"Flamingo (Mirandornithes)"	6917	"chr4"
"1544"	43227736.5	43354379	"Flamingo (Mirandornithes)"	34054	"chr4"
"1545"	43257416	43389069.5	"Flamingo (Mirandornithes)"	5323	"chr4"
"1546"	43269882.5	43401817	"Flamingo (Mirandornithes)"	18672	"chr4"
"1547"	43291032	43423369	"Flamingo (Mirandornithes)"	19642	"chr4"
"1548"	43309504	43442684.5	"Flamingo (Mirandornithes)"	14453	"chr4"
"1549"	43335739	43464344	"Flamingo (Mirandornithes)"	22808	"chr4"
"1550"	43353835.5	43482793	"Flamingo (Mirandornithes)"	12658	"chr4"
"1551"	43370133	43506504.5	"Flamingo (Mirandornithes)"	17063	"chr4"
"1552"	43418609	43553573	"Flamingo (Mirandornithes)"	8048	"chr4"
"1553"	43468573.5	43601987.5	"Flamingo (Mirandornithes)"	12579	"chr4"
"1554"	43484455	43620211.5	"Flamingo (Mirandornithes)"	11017	"chr4"
"1555"	43498689.5	43634631	"Flamingo (Mirandornithes)"	14348	"chr4"
"1556"	43515831.5	43651993	"Flamingo (Mirandornithes)"	15668	"chr4"
"1557"	43528943	43666967.5	"Flamingo (Mirandornithes)"	6727	"chr4"
"1558"	43540159.5	43678753.5	"Flamingo (Mirandornithes)"	15407	"chr4"
"1559"	43551373.5	43690627.5	"Flamingo (Mirandornithes)"	6061	"chr4"
"1560"	43571221.5	43711296.5	"Flamingo (Mirandornithes)"	32047	"chr4"
"1561"	43592085	43732837	"Flamingo (Mirandornithes)"	8386	"chr4"
"1562"	43613177	43747483	"Flamingo (Mirandornithes)"	20768	"chr4"
"1563"	43672415	43805389.5	"Flamingo (Mirandornithes)"	36563	"chr4"
"1564"	43698538.5	43833560	"Flamingo (Mirandornithes)"	6478	"chr4"
"1565"	43709528.5	43845982	"Flamingo (Mirandornithes)"	5650	"chr4"
"1566"	43733338.5	43870179.5	"Flamingo (Mirandornithes)"	37381	"chr4"
"1567"	43774770	43910630	"Flamingo (Mirandornithes)"	42682	"chr4"
"1568"	43803639	43939195	"Flamingo (Mirandornithes)"	13320	"chr4"
"1569"	43826705.5	43962785	"Flamingo (Mirandornithes)"	29072	"chr4"
"1570"	43846183	43980733	"Flamingo (Mirandornithes)"	5344	"chr4"
"1571"	43866475.5	43999349.5	"Flamingo (Mirandornithes)"	8463	"chr4"
"1572"	43886403	44018466.5	"Flamingo (Mirandornithes)"	28583	"chr4"
"1573"	43911913.5	44043470	"Flamingo (Mirandornithes)"	19972	"chr4"
"1574"	43932055	44064220.5	"Flamingo (Mirandornithes)"	14027	"chr4"
"1575"	43955900	44087888.5	"Flamingo (Mirandornithes)"	8393	"chr4"
"1576"	43964760.5	44096960	"Flamingo (Mirandornithes)"	8424	"chr4"
"1577"	43977453	44110062.5	"Flamingo (Mirandornithes)"	12153	"chr4"
"1578"	43997434	44130227.5	"Flamingo (Mirandornithes)"	10633	"chr4"
"1579"	44010606.5	44143714.5	"Flamingo (Mirandornithes)"	15539	"chr4"
"1580"	44028568	44161670.5	"Flamingo (Mirandornithes)"	19589	"chr4"
"1581"	44046961.5	44180198	"Flamingo (Mirandornithes)"	7004	"chr4"
"1582"	44055318	44187207.5	"Flamingo (Mirandornithes)"	6383	"chr4"
"1583"	44068812	44200261.5	"Flamingo (Mirandornithes)"	18493	"chr4"
"1584"	44110336.5	44241492.5	"Flamingo (Mirandornithes)"	17803	"chr4"
"1585"	44130193	44260137	"Flamingo (Mirandornithes)"	18236	"chr4"
"1586"	44150268.5	44279886.5	"Flamingo (Mirandornithes)"	20579	"chr4"
"1587"	44167895.5	44298685	"Flamingo (Mirandornithes)"	11554	"chr4"
"1588"	44180684	44309316	"Flamingo (Mirandornithes)"	8518	"chr4"
"1589"	44189151	44319064.5	"Flamingo (Mirandornithes)"	6325	"chr4"
"1590"	44197563.5	44327506.5	"Flamingo (Mirandornithes)"	9513	"chr4"
"1591"	44215986	44338666	"Flamingo (Mirandornithes)"	8642	"chr4"
"1592"	44227247.5	44349122	"Flamingo (Mirandornithes)"	11412	"chr4"
"1593"	44243843	44370039	"Flamingo (Mirandornithes)"	15656	"chr4"
"1594"	44255305.5	44381157.5	"Flamingo (Mirandornithes)"	6581	"chr4"
"1595"	44274889	44404734.5	"Flamingo (Mirandornithes)"	10377	"chr4"
"1596"	44293667	44425167.5	"Flamingo (Mirandornithes)"	24559	"chr4"
"1597"	44311115.5	44441859	"Flamingo (Mirandornithes)"	8382	"chr4"
"1598"	44320794.5	44452719.5	"Flamingo (Mirandornithes)"	10645	"chr4"
"1599"	44329130	44461234	"Flamingo (Mirandornithes)"	5644	"chr4"
"1600"	44367432.5	44498807.5	"Flamingo (Mirandornithes)"	68933	"chr4"
"1601"	44418009.5	44549484	"Flamingo (Mirandornithes)"	14980	"chr4"
"1602"	44448323	44577893.5	"Flamingo (Mirandornithes)"	39633	"chr4"
"1603"	44501183.5	44625968	"Flamingo (Mirandornithes)"	7182	"chr4"
"1604"	44523476	44647731.5	"Flamingo (Mirandornithes)"	35691	"chr4"
"1605"	44586908.5	44710634	"Flamingo (Mirandornithes)"	88616	"chr4"
"1606"	44637564.5	44760748.5	"Flamingo (Mirandornithes)"	10505	"chr4"
"1607"	44660142	44783757	"Flamingo (Mirandornithes)"	34546	"chr4"
"1608"	44682384.5	44806729.5	"Flamingo (Mirandornithes)"	9741	"chr4"
"1609"	44704562.5	44828770.5	"Flamingo (Mirandornithes)"	33881	"chr4"
"1610"	44732557.5	44857226	"Flamingo (Mirandornithes)"	21056	"chr4"
"1611"	44767357.5	44891548.5	"Flamingo (Mirandornithes)"	38229	"chr4"
"1612"	44796504.5	44920281	"Flamingo (Mirandornithes)"	16764	"chr4"
"1613"	44812811.5	44937202.5	"Flamingo (Mirandornithes)"	15923	"chr4"
"1614"	44828531	44953744.5	"Flamingo (Mirandornithes)"	15675	"chr4"
"1615"	44845559.5	44971404.5	"Flamingo (Mirandornithes)"	18587	"chr4"
"1616"	44867785.5	44993808.5	"Flamingo (Mirandornithes)"	25241	"chr4"
"1617"	44896709.5	45022138.5	"Flamingo (Mirandornithes)"	30231	"chr4"
"1618"	44950890	45078140.5	"Flamingo (Mirandornithes)"	11979	"chr4"
"1619"	44969403.5	45098084.5	"Flamingo (Mirandornithes)"	14345	"chr4"
"1620"	44998849.5	45131262.5	"Flamingo (Mirandornithes)"	7997	"chr4"
"1621"	45021437.5	45249836	"Flamingo (Mirandornithes)"	15204	"chr4"
"1622"	45040032	45268221	"Flamingo (Mirandornithes)"	20882	"chr4"
"1623"	45058958	45288687	"Flamingo (Mirandornithes)"	6986	"chr4"
"1624"	45069613	45300779.5	"Flamingo (Mirandornithes)"	11041	"chr4"
"1625"	45078530.5	45310042	"Flamingo (Mirandornithes)"	6006	"chr4"
"1626"	45108357	45340235	"Flamingo (Mirandornithes)"	46082	"chr4"
"1627"	45143812	45373960.5	"Flamingo (Mirandornithes)"	19701	"chr4"
"1628"	45161102	45391820.5	"Flamingo (Mirandornithes)"	7099	"chr4"
"1629"	45167820	45399563	"Flamingo (Mirandornithes)"	6194	"chr4"
"1630"	45182237.5	45413361	"Flamingo (Mirandornithes)"	20228	"chr4"
"1631"	45197128	45427435	"Flamingo (Mirandornithes)"	5768	"chr4"
"1632"	45220028.5	45448549.5	"Flamingo (Mirandornithes)"	9457	"chr4"
"1633"	45232529	45460906.5	"Flamingo (Mirandornithes)"	13005	"chr4"
"1634"	45255261.5	45484258	"Flamingo (Mirandornithes)"	22882	"chr4"
"1635"	45278705	45507748	"Flamingo (Mirandornithes)"	22630	"chr4"
"1636"	45294581	45522883.5	"Flamingo (Mirandornithes)"	7191	"chr4"
"1637"	45392563.5	45623722	"Flamingo (Mirandornithes)"	174968	"chr4"
"1638"	45555698.5	45783887	"Flamingo (Mirandornithes)"	143304	"chr4"
"1639"	45662251.5	45890513.5	"Flamingo (Mirandornithes)"	59663	"chr4"
"1640"	45815653.5	46043145.5	"Flamingo (Mirandornithes)"	235417	"chr4"
"1641"	45988703	46207171.5	"Flamingo (Mirandornithes)"	92623	"chr4"
"1642"	46062045	46267414	"Flamingo (Mirandornithes)"	13918	"chr4"
"1643"	46074117	46279314	"Flamingo (Mirandornithes)"	8458	"chr4"
"1644"	46099891	46308747	"Flamingo (Mirandornithes)"	8332	"chr4"
"1645"	46124541.5	46331858	"Flamingo (Mirandornithes)"	36500	"chr4"
"1646"	46175942	46386125	"Flamingo (Mirandornithes)"	20572	"chr4"
"1647"	46196077	46404931.5	"Flamingo (Mirandornithes)"	15599	"chr4"
"1648"	46226689	46431361	"Flamingo (Mirandornithes)"	18366	"chr4"
"1649"	46242858.5	46445441	"Flamingo (Mirandornithes)"	8410	"chr4"
"1650"	46257689.5	46461242	"Flamingo (Mirandornithes)"	8058	"chr4"
"1651"	46266026.5	46470299.5	"Flamingo (Mirandornithes)"	8647	"chr4"
"1652"	46284839.5	46490026.5	"Flamingo (Mirandornithes)"	18425	"chr4"
"1653"	46302935	46506591	"Flamingo (Mirandornithes)"	13864	"chr4"
"1654"	46322468.5	46527634.5	"Flamingo (Mirandornithes)"	6317	"chr4"
"1655"	46334664.5	46541412.5	"Flamingo (Mirandornithes)"	12419	"chr4"
"1656"	46361675.5	46570979	"Flamingo (Mirandornithes)"	28446	"chr4"
"1657"	46384406	46594153	"Flamingo (Mirandornithes)"	8352	"chr4"
"1658"	46401260.5	46609372.5	"Flamingo (Mirandornithes)"	20663	"chr4"
"1659"	46430450	46635776.5	"Flamingo (Mirandornithes)"	24977	"chr4"
"1660"	46459951	46662422.5	"Flamingo (Mirandornithes)"	27253	"chr4"
"1661"	46488822.5	46689320	"Flamingo (Mirandornithes)"	25334	"chr4"
"1662"	46506855	46705911	"Flamingo (Mirandornithes)"	6930	"chr4"
"1663"	46515785.5	46715607.5	"Flamingo (Mirandornithes)"	5491	"chr4"
"1664"	46525174.5	46725900	"Flamingo (Mirandornithes)"	8300	"chr4"
"1665"	46545779	46746687	"Flamingo (Mirandornithes)"	27720	"chr4"
"1666"	46565412	46766067	"Flamingo (Mirandornithes)"	10188	"chr4"
"1667"	46581624.5	46785181	"Flamingo (Mirandornithes)"	17226	"chr4"
"1668"	46611895.5	46815123	"Flamingo (Mirandornithes)"	29906	"chr4"
"1669"	46653749.5	46851680.5	"Flamingo (Mirandornithes)"	23489	"chr4"
"1670"	46674716	46872073	"Flamingo (Mirandornithes)"	13906	"chr4"
"1671"	46707441.5	46903775	"Flamingo (Mirandornithes)"	48742	"chr4"
"1672"	46741254.5	46934859.5	"Flamingo (Mirandornithes)"	13195	"chr4"
"1673"	46750922.5	46944823	"Flamingo (Mirandornithes)"	5634	"chr4"
"1674"	46762397	46957212	"Flamingo (Mirandornithes)"	9690	"chr4"
"1675"	46792658	46982616.5	"Flamingo (Mirandornithes)"	27169	"chr4"
"1676"	46836707.5	47026839.5	"Flamingo (Mirandornithes)"	56775	"chr4"
"1677"	46871897	47062939	"Flamingo (Mirandornithes)"	12858	"chr4"
"1678"	46895157.5	47086241	"Flamingo (Mirandornithes)"	33088	"chr4"
"1679"	46923096.5	47113627	"Flamingo (Mirandornithes)"	21282	"chr4"
"1680"	46945932.5	47136147.5	"Flamingo (Mirandornithes)"	23333	"chr4"
"1681"	46971856	47163230.5	"Flamingo (Mirandornithes)"	27487	"chr4"
"1682"	46997982.5	47189891	"Flamingo (Mirandornithes)"	18764	"chr4"
"1683"	47019620.5	47212936	"Flamingo (Mirandornithes)"	18870	"chr4"
"1684"	47071389.5	47264160	"Flamingo (Mirandornithes)"	82378	"chr4"
"1685"	47153323.5	47343780	"Flamingo (Mirandornithes)"	74566	"chr4"
"1686"	47207203	47399502.5	"Flamingo (Mirandornithes)"	9299	"chr4"
"1687"	47221178	47413569	"Flamingo (Mirandornithes)"	18242	"chr4"
"1688"	47244847	47437570.5	"Flamingo (Mirandornithes)"	28719	"chr4"
"1689"	47278727	47472351.5	"Flamingo (Mirandornithes)"	19549	"chr4"
"1690"	47304333	47493069.5	"Flamingo (Mirandornithes)"	18047	"chr4"
"1691"	47472403	47648305.5	"Flamingo (Mirandornithes)"	292419	"chr4"
"1692"	47687487.5	47859151.5	"Flamingo (Mirandornithes)"	63157	"chr4"
"1693"	47723765.5	47894387.5	"Flamingo (Mirandornithes)"	6585	"chr4"
"1694"	47733866	47904904.5	"Flamingo (Mirandornithes)"	12443	"chr4"
"1695"	47755311	47926936.5	"Flamingo (Mirandornithes)"	30135	"chr4"
"1696"	47783839.5	47955455	"Flamingo (Mirandornithes)"	26350	"chr4"
"1697"	47801439	47974013.5	"Flamingo (Mirandornithes)"	8469	"chr4"
"1698"	47822802	47995756	"Flamingo (Mirandornithes)"	5720	"chr4"
"1699"	47832492	48006124	"Flamingo (Mirandornithes)"	10498	"chr4"
"1700"	47847144	48021973.5	"Flamingo (Mirandornithes)"	17723	"chr4"
"1701"	47876733.5	48050131	"Flamingo (Mirandornithes)"	32862	"chr4"
"1702"	47900767	48074270	"Flamingo (Mirandornithes)"	9474	"chr4"
"1703"	47913070	48085880	"Flamingo (Mirandornithes)"	13746	"chr4"
"1704"	47928098.5	48101594	"Flamingo (Mirandornithes)"	8412	"chr4"
"1705"	47977945	48150696.5	"Flamingo (Mirandornithes)"	89329	"chr4"
"1706"	48030927	48204131.5	"Flamingo (Mirandornithes)"	14909	"chr4"
"1707"	48056162.5	48233414	"Flamingo (Mirandornithes)"	33268	"chr4"
"1708"	48108003	48285024.5	"Flamingo (Mirandornithes)"	54741	"chr4"
"1709"	48149232.5	48325900.5	"Flamingo (Mirandornithes)"	21623	"chr4"
"1710"	48165272.5	48340298	"Flamingo (Mirandornithes)"	6262	"chr4"
"1711"	48179649	48354781.5	"Flamingo (Mirandornithes)"	21285	"chr4"
"1712"	48199903	48375320	"Flamingo (Mirandornithes)"	18442	"chr4"
"1713"	48214431.5	48390927.5	"Flamingo (Mirandornithes)"	8795	"chr4"
"1714"	48226032.5	48402476	"Flamingo (Mirandornithes)"	13646	"chr4"
"1715"	48240525.5	48418101.5	"Flamingo (Mirandornithes)"	15239	"chr4"
"1716"	48262933.5	48438798.5	"Flamingo (Mirandornithes)"	13515	"chr4"
"1717"	48279232	48455084	"Flamingo (Mirandornithes)"	16138	"chr4"
"1718"	48305139.5	48476140.5	"Flamingo (Mirandornithes)"	7489	"chr4"
"1719"	48346763	48516795.5	"Flamingo (Mirandornithes)"	72911	"chr4"
"1720"	48391473	48562104	"Flamingo (Mirandornithes)"	14198	"chr4"
"1721"	48409040	48578538	"Flamingo (Mirandornithes)"	18218	"chr4"
"1722"	48421625.5	48590829.5	"Flamingo (Mirandornithes)"	5045	"chr4"
"1723"	48441503.5	48611827.5	"Flamingo (Mirandornithes)"	31651	"chr4"
"1724"	48486826.5	48663530.5	"Flamingo (Mirandornithes)"	47769	"chr4"
"1725"	48519690.5	48696580.5	"Flamingo (Mirandornithes)"	16175	"chr4"
"1726"	48531077	48708213	"Flamingo (Mirandornithes)"	5882	"chr4"
"1727"	48542815.5	48720324.5	"Flamingo (Mirandornithes)"	17535	"chr4"
"1728"	48568123.5	48742586.5	"Flamingo (Mirandornithes)"	22135	"chr4"
"1729"	48586155	48760578.5	"Flamingo (Mirandornithes)"	13401	"chr4"
"1730"	48602740.5	48779903	"Flamingo (Mirandornithes)"	16984	"chr4"
"1731"	48617409	48796210	"Flamingo (Mirandornithes)"	5642	"chr4"
"1732"	48634979	48814719	"Flamingo (Mirandornithes)"	18148	"chr4"
"1733"	48666085.5	48844941.5	"Flamingo (Mirandornithes)"	14285	"chr4"
"1734"	48686575	48873071.5	"Flamingo (Mirandornithes)"	7787	"chr4"
"1735"	48694602	48881931.5	"Flamingo (Mirandornithes)"	7947	"chr4"
"1736"	48703708.5	48891539	"Flamingo (Mirandornithes)"	9708	"chr4"
"1737"	48803984.5	48995358	"Flamingo (Mirandornithes)"	17224	"chr4"
"1738"	48822430	49015513.5	"Flamingo (Mirandornithes)"	6167	"chr4"
"1739"	48866196.5	49057957.5	"Flamingo (Mirandornithes)"	50735	"chr4"
"1740"	48898667	49089441	"Flamingo (Mirandornithes)"	11230	"chr4"
"1741"	48911866	49102340	"Flamingo (Mirandornithes)"	13968	"chr4"
"1742"	48932804	49123097	"Flamingo (Mirandornithes)"	11294	"chr4"
"1743"	48962859.5	49151951	"Flamingo (Mirandornithes)"	17264	"chr4"
"1744"	48995587.5	49186572	"Flamingo (Mirandornithes)"	12432	"chr4"
"1745"	49033117.5	49225618.5	"Flamingo (Mirandornithes)"	20341	"chr4"
"1746"	49054547	49245664	"Flamingo (Mirandornithes)"	18440	"chr4"
"1747"	49083937.5	49274732.5	"Flamingo (Mirandornithes)"	13433	"chr4"
"1748"	49095946.5	49286753	"Flamingo (Mirandornithes)"	8152	"chr4"
"1749"	49106906	49298238.5	"Flamingo (Mirandornithes)"	12683	"chr4"
"1750"	49125543.5	49317567	"Flamingo (Mirandornithes)"	22796	"chr4"
"1751"	49155394.5	49347145.5	"Flamingo (Mirandornithes)"	34567	"chr4"
"1752"	49178533	49369939.5	"Flamingo (Mirandornithes)"	10575	"chr4"
"1753"	49205720	49395282.5	"Flamingo (Mirandornithes)"	39365	"chr4"
"1754"	49229579	49419119.5	"Flamingo (Mirandornithes)"	5683	"chr4"
"1755"	49263532.5	49454144.5	"Flamingo (Mirandornithes)"	28939	"chr4"
"1756"	49302377.5	49493154.5	"Flamingo (Mirandornithes)"	47971	"chr4"
"1757"	49350368	49541544.5	"Flamingo (Mirandornithes)"	47633	"chr4"
"1758"	49387734	49578941.5	"Flamingo (Mirandornithes)"	25931	"chr4"
"1759"	49412049.5	49604216	"Flamingo (Mirandornithes)"	16446	"chr4"
