canonical_region_id	normalized_arrangement_state	species_members	n_species	representative_informative_anchor_count	description	representative_anchor_order_signature	representative_orientation_signature
CR_04	A5	Cuckoo	1	96	1 species with equivalent multi-anchor order/orientation in CR_04.	CR_04_A001:M|CR_04_A002:M|CR_04_A003:93|CR_04_A004:94|CR_04_A005:95|CR_04_A006:96|CR_04_A007:M|CR_04_A008:M|CR_04_A009:M|CR_04_A010:M|CR_04_A011:M|CR_04_A012:24|CR_04_A013:25|CR_04_A014:M|CR_04_A015:M|CR_04_A016:M|CR_04_A017:M|CR_04_A018:26|CR_04_A019:27|CR_04_A020:28|CR_04_A021:29|CR_04_A022:M|CR_04_A023:30|CR_04_A024:M|CR_04_A025:M|CR_04_A026:M|CR_04_A027:M|CR_04_A028:M|CR_04_A029:23|CR_04_A030:M|CR_04_A031:M|CR_04_A032:22|CR_04_A033:21|CR_04_A034:20|CR_04_A035:19|CR_04_A036:18|CR_04_A037:17|CR_04_A038:16|CR_04_A039:15|CR_04_A040:14|CR_04_A041:13|CR_04_A042:12|CR_04_A043:11|CR_04_A044:M|CR_04_A045:3|CR_04_A046:M|CR_04_A047:2|CR_04_A048:1|CR_04_A049:M|CR_04_A050:31|CR_04_A051:83|CR_04_A052:84|CR_04_A053:85|CR_04_A054:86|CR_04_A055:87|CR_04_A056:88|CR_04_A057:89|CR_04_A058:M|CR_04_A059:M|CR_04_A060:90|CR_04_A061:91|CR_04_A062:92|CR_04_A063:33|CR_04_A064:10|CR_04_A065:9|CR_04_A066:8|CR_04_A067:7|CR_04_A068:6|CR_04_A069:5|CR_04_A070:4|CR_04_A071:32|CR_04_A072:34|CR_04_A073:35|CR_04_A074:36|CR_04_A075:37|CR_04_A076:38|CR_04_A077:39|CR_04_A078:40|CR_04_A079:41|CR_04_A080:42|CR_04_A081:43|CR_04_A082:44|CR_04_A083:45|CR_04_A084:46|CR_04_A085:47|CR_04_A086:48|CR_04_A087:49|CR_04_A088:50|CR_04_A089:51|CR_04_A090:52|CR_04_A091:53|CR_04_A092:54|CR_04_A093:55|CR_04_A094:56|CR_04_A095:57|CR_04_A096:58|CR_04_A097:59|CR_04_A098:60|CR_04_A099:61|CR_04_A100:62|CR_04_A101:63|CR_04_A102:64|CR_04_A103:65|CR_04_A104:66|CR_04_A105:67|CR_04_A106:68|CR_04_A107:69|CR_04_A108:M|CR_04_A109:M|CR_04_A110:70|CR_04_A111:M|CR_04_A112:71|CR_04_A113:72|CR_04_A114:73|CR_04_A115:74|CR_04_A116:75|CR_04_A117:76|CR_04_A118:77|CR_04_A119:78|CR_04_A120:79|CR_04_A121:80|CR_04_A122:81|CR_04_A123:M|CR_04_A124:82	CR_04_A001:?|CR_04_A002:?|CR_04_A003:+|CR_04_A004:+|CR_04_A005:+|CR_04_A006:+|CR_04_A007:?|CR_04_A008:?|CR_04_A009:?|CR_04_A010:?|CR_04_A011:?|CR_04_A012:+|CR_04_A013:+|CR_04_A014:?|CR_04_A015:?|CR_04_A016:?|CR_04_A017:?|CR_04_A018:+|CR_04_A019:+|CR_04_A020:+|CR_04_A021:+|CR_04_A022:?|CR_04_A023:+|CR_04_A024:?|CR_04_A025:?|CR_04_A026:?|CR_04_A027:?|CR_04_A028:?|CR_04_A029:-|CR_04_A030:?|CR_04_A031:?|CR_04_A032:-|CR_04_A033:-|CR_04_A034:-|CR_04_A035:-|CR_04_A036:-|CR_04_A037:-|CR_04_A038:-|CR_04_A039:-|CR_04_A040:-|CR_04_A041:-|CR_04_A042:-|CR_04_A043:-|CR_04_A044:?|CR_04_A045:-|CR_04_A046:?|CR_04_A047:-|CR_04_A048:-|CR_04_A049:?|CR_04_A050:+|CR_04_A051:+|CR_04_A052:+|CR_04_A053:+|CR_04_A054:+|CR_04_A055:+|CR_04_A056:+|CR_04_A057:+|CR_04_A058:?|CR_04_A059:?|CR_04_A060:+|CR_04_A061:+|CR_04_A062:+|CR_04_A063:+|CR_04_A064:-|CR_04_A065:-|CR_04_A066:-|CR_04_A067:-|CR_04_A068:-|CR_04_A069:-|CR_04_A070:-|CR_04_A071:-|CR_04_A072:+|CR_04_A073:+|CR_04_A074:+|CR_04_A075:+|CR_04_A076:+|CR_04_A077:+|CR_04_A078:+|CR_04_A079:+|CR_04_A080:+|CR_04_A081:+|CR_04_A082:+|CR_04_A083:+|CR_04_A084:+|CR_04_A085:+|CR_04_A086:+|CR_04_A087:+|CR_04_A088:+|CR_04_A089:+|CR_04_A090:+|CR_04_A091:+|CR_04_A092:+|CR_04_A093:+|CR_04_A094:+|CR_04_A095:+|CR_04_A096:+|CR_04_A097:+|CR_04_A098:+|CR_04_A099:+|CR_04_A100:+|CR_04_A101:+|CR_04_A102:+|CR_04_A103:+|CR_04_A104:+|CR_04_A105:+|CR_04_A106:+|CR_04_A107:+|CR_04_A108:?|CR_04_A109:?|CR_04_A110:+|CR_04_A111:?|CR_04_A112:+|CR_04_A113:+|CR_04_A114:+|CR_04_A115:+|CR_04_A116:+|CR_04_A117:+|CR_04_A118:+|CR_04_A119:+|CR_04_A120:+|CR_04_A121:+|CR_04_A122:+|CR_04_A123:?|CR_04_A124:+
CR_05	A0	Stork	1	56	1 species with equivalent multi-anchor order/orientation in CR_05.	CR_05_A001:M|CR_05_A002:53|CR_05_A003:M|CR_05_A004:M|CR_05_A005:54|CR_05_A006:55|CR_05_A007:M|CR_05_A008:56|CR_05_A009:M|CR_05_A010:33|CR_05_A011:M|CR_05_A012:32|CR_05_A013:30|CR_05_A014:M|CR_05_A015:M|CR_05_A016:29|CR_05_A017:31|CR_05_A018:34|CR_05_A019:35|CR_05_A020:36|CR_05_A021:M|CR_05_A022:37|CR_05_A023:39|CR_05_A024:M|CR_05_A025:28|CR_05_A026:M|CR_05_A027:27|CR_05_A028:M|CR_05_A029:M|CR_05_A030:26|CR_05_A031:25|CR_05_A032:24|CR_05_A033:23|CR_05_A034:22|CR_05_A035:21|CR_05_A036:20|CR_05_A037:19|CR_05_A038:18|CR_05_A039:17|CR_05_A040:16|CR_05_A041:15|CR_05_A042:14|CR_05_A043:13|CR_05_A044:12|CR_05_A045:3|CR_05_A046:M|CR_05_A047:2|CR_05_A048:1|CR_05_A049:38|CR_05_A050:41|CR_05_A051:42|CR_05_A052:43|CR_05_A053:44|CR_05_A054:45|CR_05_A055:46|CR_05_A056:47|CR_05_A057:48|CR_05_A058:M|CR_05_A059:49|CR_05_A060:50|CR_05_A061:51|CR_05_A062:52|CR_05_A063:40|CR_05_A064:11|CR_05_A065:10|CR_05_A066:9|CR_05_A067:8|CR_05_A068:7|CR_05_A069:4|CR_05_A070:5|CR_05_A071:6	CR_05_A001:?|CR_05_A002:+|CR_05_A003:?|CR_05_A004:?|CR_05_A005:+|CR_05_A006:+|CR_05_A007:?|CR_05_A008:+|CR_05_A009:?|CR_05_A010:+|CR_05_A011:?|CR_05_A012:+|CR_05_A013:+|CR_05_A014:?|CR_05_A015:?|CR_05_A016:+|CR_05_A017:+|CR_05_A018:+|CR_05_A019:+|CR_05_A020:+|CR_05_A021:?|CR_05_A022:+|CR_05_A023:+|CR_05_A024:?|CR_05_A025:+|CR_05_A026:?|CR_05_A027:+|CR_05_A028:?|CR_05_A029:?|CR_05_A030:+|CR_05_A031:+|CR_05_A032:+|CR_05_A033:+|CR_05_A034:+|CR_05_A035:+|CR_05_A036:+|CR_05_A037:+|CR_05_A038:+|CR_05_A039:+|CR_05_A040:+|CR_05_A041:+|CR_05_A042:+|CR_05_A043:+|CR_05_A044:+|CR_05_A045:+|CR_05_A046:?|CR_05_A047:+|CR_05_A048:+|CR_05_A049:+|CR_05_A050:+|CR_05_A051:+|CR_05_A052:+|CR_05_A053:+|CR_05_A054:+|CR_05_A055:+|CR_05_A056:+|CR_05_A057:+|CR_05_A058:?|CR_05_A059:+|CR_05_A060:+|CR_05_A061:+|CR_05_A062:+|CR_05_A063:+|CR_05_A064:+|CR_05_A065:+|CR_05_A066:+|CR_05_A067:+|CR_05_A068:+|CR_05_A069:+|CR_05_A070:+|CR_05_A071:+
CR_05	A1	Flamingo	1	55	1 species with equivalent multi-anchor order/orientation in CR_05.	CR_05_A001:M|CR_05_A002:44|CR_05_A003:M|CR_05_A004:M|CR_05_A005:45|CR_05_A006:46|CR_05_A007:M|CR_05_A008:M|CR_05_A009:47|CR_05_A010:51|CR_05_A011:M|CR_05_A012:M|CR_05_A013:49|CR_05_A014:M|CR_05_A015:M|CR_05_A016:48|CR_05_A017:50|CR_05_A018:52|CR_05_A019:53|CR_05_A020:54|CR_05_A021:M|CR_05_A022:55|CR_05_A023:34|CR_05_A024:M|CR_05_A025:M|CR_05_A026:M|CR_05_A027:M|CR_05_A028:5|CR_05_A029:M|CR_05_A030:6|CR_05_A031:7|CR_05_A032:8|CR_05_A033:9|CR_05_A034:10|CR_05_A035:11|CR_05_A036:12|CR_05_A037:13|CR_05_A038:14|CR_05_A039:15|CR_05_A040:16|CR_05_A041:17|CR_05_A042:18|CR_05_A043:19|CR_05_A044:20|CR_05_A045:3|CR_05_A046:M|CR_05_A047:2|CR_05_A048:1|CR_05_A049:4|CR_05_A050:30|CR_05_A051:31|CR_05_A052:32|CR_05_A053:33|CR_05_A054:35|CR_05_A055:36|CR_05_A056:37|CR_05_A057:38|CR_05_A058:39|CR_05_A059:40|CR_05_A060:41|CR_05_A061:42|CR_05_A062:43|CR_05_A063:29|CR_05_A064:21|CR_05_A065:22|CR_05_A066:23|CR_05_A067:24|CR_05_A068:25|CR_05_A069:26|CR_05_A070:27|CR_05_A071:28	CR_05_A001:?|CR_05_A002:+|CR_05_A003:?|CR_05_A004:?|CR_05_A005:+|CR_05_A006:+|CR_05_A007:?|CR_05_A008:?|CR_05_A009:+|CR_05_A010:-|CR_05_A011:?|CR_05_A012:?|CR_05_A013:-|CR_05_A014:?|CR_05_A015:?|CR_05_A016:-|CR_05_A017:-|CR_05_A018:+|CR_05_A019:+|CR_05_A020:+|CR_05_A021:?|CR_05_A022:+|CR_05_A023:+|CR_05_A024:?|CR_05_A025:?|CR_05_A026:?|CR_05_A027:?|CR_05_A028:+|CR_05_A029:?|CR_05_A030:+|CR_05_A031:+|CR_05_A032:+|CR_05_A033:+|CR_05_A034:+|CR_05_A035:+|CR_05_A036:+|CR_05_A037:+|CR_05_A038:+|CR_05_A039:+|CR_05_A040:+|CR_05_A041:+|CR_05_A042:+|CR_05_A043:+|CR_05_A044:+|CR_05_A045:-|CR_05_A046:?|CR_05_A047:-|CR_05_A048:-|CR_05_A049:-|CR_05_A050:+|CR_05_A051:+|CR_05_A052:+|CR_05_A053:+|CR_05_A054:+|CR_05_A055:+|CR_05_A056:+|CR_05_A057:+|CR_05_A058:+|CR_05_A059:+|CR_05_A060:+|CR_05_A061:+|CR_05_A062:+|CR_05_A063:+|CR_05_A064:+|CR_05_A065:+|CR_05_A066:+|CR_05_A067:+|CR_05_A068:+|CR_05_A069:+|CR_05_A070:+|CR_05_A071:+
CR_05	A2	Dove	1	52	1 species with equivalent multi-anchor order/orientation in CR_05.	CR_05_A001:M|CR_05_A002:19|CR_05_A003:M|CR_05_A004:M|CR_05_A005:18|CR_05_A006:17|CR_05_A007:M|CR_05_A008:M|CR_05_A009:15|CR_05_A010:M|CR_05_A011:M|CR_05_A012:M|CR_05_A013:13|CR_05_A014:M|CR_05_A015:M|CR_05_A016:14|CR_05_A017:12|CR_05_A018:M|CR_05_A019:11|CR_05_A020:10|CR_05_A021:M|CR_05_A022:9|CR_05_A023:16|CR_05_A024:M|CR_05_A025:28|CR_05_A026:29|CR_05_A027:M|CR_05_A028:M|CR_05_A029:M|CR_05_A030:M|CR_05_A031:30|CR_05_A032:31|CR_05_A033:32|CR_05_A034:33|CR_05_A035:34|CR_05_A036:35|CR_05_A037:36|CR_05_A038:37|CR_05_A039:38|CR_05_A040:39|CR_05_A041:40|CR_05_A042:41|CR_05_A043:42|CR_05_A044:43|CR_05_A045:49|CR_05_A046:50|CR_05_A047:51|CR_05_A048:52|CR_05_A049:8|CR_05_A050:5|CR_05_A051:3|CR_05_A052:2|CR_05_A053:1|CR_05_A054:4|CR_05_A055:6|CR_05_A056:7|CR_05_A057:X|CR_05_A058:24|CR_05_A059:23|CR_05_A060:22|CR_05_A061:21|CR_05_A062:20|CR_05_A063:M|CR_05_A064:44|CR_05_A065:45|CR_05_A066:46|CR_05_A067:47|CR_05_A068:48|CR_05_A069:25|CR_05_A070:26|CR_05_A071:27	CR_05_A001:?|CR_05_A002:-|CR_05_A003:?|CR_05_A004:?|CR_05_A005:-|CR_05_A006:-|CR_05_A007:?|CR_05_A008:?|CR_05_A009:-|CR_05_A010:?|CR_05_A011:?|CR_05_A012:?|CR_05_A013:+|CR_05_A014:?|CR_05_A015:?|CR_05_A016:+|CR_05_A017:+|CR_05_A018:?|CR_05_A019:-|CR_05_A020:-|CR_05_A021:?|CR_05_A022:-|CR_05_A023:-|CR_05_A024:?|CR_05_A025:+|CR_05_A026:+|CR_05_A027:?|CR_05_A028:?|CR_05_A029:?|CR_05_A030:?|CR_05_A031:+|CR_05_A032:+|CR_05_A033:+|CR_05_A034:+|CR_05_A035:+|CR_05_A036:+|CR_05_A037:+|CR_05_A038:+|CR_05_A039:+|CR_05_A040:+|CR_05_A041:+|CR_05_A042:+|CR_05_A043:+|CR_05_A044:+|CR_05_A045:+|CR_05_A046:+|CR_05_A047:+|CR_05_A048:+|CR_05_A049:+|CR_05_A050:-|CR_05_A051:-|CR_05_A052:-|CR_05_A053:-|CR_05_A054:+|CR_05_A055:+|CR_05_A056:+|CR_05_A057:!|CR_05_A058:-|CR_05_A059:-|CR_05_A060:-|CR_05_A061:-|CR_05_A062:-|CR_05_A063:?|CR_05_A064:+|CR_05_A065:+|CR_05_A066:+|CR_05_A067:+|CR_05_A068:+|CR_05_A069:-|CR_05_A070:-|CR_05_A071:-
CR_05	A3	Sandgrouse	1	53	1 species with equivalent multi-anchor order/orientation in CR_05.	CR_05_A001:M|CR_05_A002:47|CR_05_A003:48|CR_05_A004:M|CR_05_A005:49|CR_05_A006:50|CR_05_A007:M|CR_05_A008:M|CR_05_A009:51|CR_05_A010:5|CR_05_A011:4|CR_05_A012:M|CR_05_A013:3|CR_05_A014:M|CR_05_A015:M|CR_05_A016:1|CR_05_A017:2|CR_05_A018:6|CR_05_A019:7|CR_05_A020:8|CR_05_A021:M|CR_05_A022:9|CR_05_A023:10|CR_05_A024:M|CR_05_A025:M|CR_05_A026:11|CR_05_A027:12|CR_05_A028:M|CR_05_A029:M|CR_05_A030:13|CR_05_A031:14|CR_05_A032:15|CR_05_A033:16|CR_05_A034:17|CR_05_A035:18|CR_05_A036:19|CR_05_A037:20|CR_05_A038:21|CR_05_A039:22|CR_05_A040:23|CR_05_A041:24|CR_05_A042:25|CR_05_A043:26|CR_05_A044:27|CR_05_A045:2|CR_05_A046:M|CR_05_A047:M|CR_05_A048:M|CR_05_A049:1|CR_05_A050:42|CR_05_A051:41|CR_05_A052:40|CR_05_A053:39|CR_05_A054:38|CR_05_A055:37|CR_05_A056:36|CR_05_A057:M|CR_05_A058:M|CR_05_A059:43|CR_05_A060:44|CR_05_A061:45|CR_05_A062:46|CR_05_A063:M|CR_05_A064:28|CR_05_A065:29|CR_05_A066:30|CR_05_A067:31|CR_05_A068:32|CR_05_A069:33|CR_05_A070:34|CR_05_A071:35	CR_05_A001:?|CR_05_A002:+|CR_05_A003:+|CR_05_A004:?|CR_05_A005:+|CR_05_A006:+|CR_05_A007:?|CR_05_A008:?|CR_05_A009:+|CR_05_A010:+|CR_05_A011:+|CR_05_A012:?|CR_05_A013:+|CR_05_A014:?|CR_05_A015:?|CR_05_A016:+|CR_05_A017:+|CR_05_A018:+|CR_05_A019:+|CR_05_A020:+|CR_05_A021:?|CR_05_A022:+|CR_05_A023:+|CR_05_A024:?|CR_05_A025:?|CR_05_A026:+|CR_05_A027:+|CR_05_A028:?|CR_05_A029:?|CR_05_A030:+|CR_05_A031:+|CR_05_A032:+|CR_05_A033:+|CR_05_A034:+|CR_05_A035:+|CR_05_A036:+|CR_05_A037:+|CR_05_A038:+|CR_05_A039:+|CR_05_A040:+|CR_05_A041:+|CR_05_A042:+|CR_05_A043:+|CR_05_A044:+|CR_05_A045:-|CR_05_A046:?|CR_05_A047:?|CR_05_A048:?|CR_05_A049:-|CR_05_A050:+|CR_05_A051:+|CR_05_A052:+|CR_05_A053:+|CR_05_A054:+|CR_05_A055:+|CR_05_A056:+|CR_05_A057:?|CR_05_A058:?|CR_05_A059:+|CR_05_A060:+|CR_05_A061:+|CR_05_A062:+|CR_05_A063:?|CR_05_A064:+|CR_05_A065:+|CR_05_A066:+|CR_05_A067:+|CR_05_A068:+|CR_05_A069:+|CR_05_A070:+|CR_05_A071:+
CR_05	A4	Turaco	1	44	1 species with equivalent multi-anchor order/orientation in CR_05.	CR_05_A001:M|CR_05_A002:3|CR_05_A003:M|CR_05_A004:M|CR_05_A005:2|CR_05_A006:1|CR_05_A007:M|CR_05_A008:M|CR_05_A009:M|CR_05_A010:M|CR_05_A011:M|CR_05_A012:20|CR_05_A013:22|CR_05_A014:M|CR_05_A015:M|CR_05_A016:23|CR_05_A017:21|CR_05_A018:19|CR_05_A019:18|CR_05_A020:17|CR_05_A021:M|CR_05_A022:16|CR_05_A023:15|CR_05_A024:M|CR_05_A025:M|CR_05_A026:M|CR_05_A027:M|CR_05_A028:M|CR_05_A029:M|CR_05_A030:M|CR_05_A031:44|CR_05_A032:43|CR_05_A033:42|CR_05_A034:M|CR_05_A035:41|CR_05_A036:40|CR_05_A037:39|CR_05_A038:M|CR_05_A039:M|CR_05_A040:38|CR_05_A041:37|CR_05_A042:M|CR_05_A043:36|CR_05_A044:35|CR_05_A045:25|CR_05_A046:M|CR_05_A047:M|CR_05_A048:M|CR_05_A049:24|CR_05_A050:6|CR_05_A051:7|CR_05_A052:9|CR_05_A053:10|CR_05_A054:11|CR_05_A055:12|CR_05_A056:13|CR_05_A057:14|CR_05_A058:8|CR_05_A059:M|CR_05_A060:M|CR_05_A061:5|CR_05_A062:4|CR_05_A063:34|CR_05_A064:33|CR_05_A065:32|CR_05_A066:31|CR_05_A067:30|CR_05_A068:29|CR_05_A069:28|CR_05_A070:27|CR_05_A071:26	CR_05_A001:?|CR_05_A002:+|CR_05_A003:?|CR_05_A004:?|CR_05_A005:+|CR_05_A006:+|CR_05_A007:?|CR_05_A008:?|CR_05_A009:?|CR_05_A010:?|CR_05_A011:?|CR_05_A012:+|CR_05_A013:+|CR_05_A014:?|CR_05_A015:?|CR_05_A016:+|CR_05_A017:+|CR_05_A018:+|CR_05_A019:+|CR_05_A020:+|CR_05_A021:?|CR_05_A022:+|CR_05_A023:+|CR_05_A024:?|CR_05_A025:?|CR_05_A026:?|CR_05_A027:?|CR_05_A028:?|CR_05_A029:?|CR_05_A030:?|CR_05_A031:+|CR_05_A032:+|CR_05_A033:+|CR_05_A034:?|CR_05_A035:+|CR_05_A036:+|CR_05_A037:+|CR_05_A038:?|CR_05_A039:?|CR_05_A040:+|CR_05_A041:+|CR_05_A042:?|CR_05_A043:+|CR_05_A044:+|CR_05_A045:+|CR_05_A046:?|CR_05_A047:?|CR_05_A048:?|CR_05_A049:+|CR_05_A050:+|CR_05_A051:+|CR_05_A052:+|CR_05_A053:+|CR_05_A054:+|CR_05_A055:+|CR_05_A056:+|CR_05_A057:+|CR_05_A058:+|CR_05_A059:?|CR_05_A060:?|CR_05_A061:+|CR_05_A062:+|CR_05_A063:+|CR_05_A064:+|CR_05_A065:+|CR_05_A066:+|CR_05_A067:+|CR_05_A068:+|CR_05_A069:+|CR_05_A070:+|CR_05_A071:+
CR_05	A5	Cuckoo	1	55	1 species with equivalent multi-anchor order/orientation in CR_05.	CR_05_A001:M|CR_05_A002:51|CR_05_A003:52|CR_05_A004:53|CR_05_A005:54|CR_05_A006:55|CR_05_A007:M|CR_05_A008:M|CR_05_A009:M|CR_05_A010:M|CR_05_A011:28|CR_05_A012:29|CR_05_A013:30|CR_05_A014:M|CR_05_A015:M|CR_05_A016:31|CR_05_A017:32|CR_05_A018:M|CR_05_A019:33|CR_05_A020:34|CR_05_A021:M|CR_05_A022:35|CR_05_A023:36|CR_05_A024:M|CR_05_A025:M|CR_05_A026:M|CR_05_A027:M|CR_05_A028:M|CR_05_A029:27|CR_05_A030:M|CR_05_A031:26|CR_05_A032:25|CR_05_A033:24|CR_05_A034:23|CR_05_A035:22|CR_05_A036:21|CR_05_A037:19|CR_05_A038:20|CR_05_A039:18|CR_05_A040:17|CR_05_A041:16|CR_05_A042:15|CR_05_A043:14|CR_05_A044:13|CR_05_A045:4|CR_05_A046:M|CR_05_A047:3|CR_05_A048:2|CR_05_A049:1|CR_05_A050:38|CR_05_A051:39|CR_05_A052:40|CR_05_A053:41|CR_05_A054:42|CR_05_A055:43|CR_05_A056:44|CR_05_A057:45|CR_05_A058:46|CR_05_A059:47|CR_05_A060:48|CR_05_A061:49|CR_05_A062:50|CR_05_A063:37|CR_05_A064:12|CR_05_A065:11|CR_05_A066:10|CR_05_A067:9|CR_05_A068:8|CR_05_A069:7|CR_05_A070:6|CR_05_A071:5	CR_05_A001:?|CR_05_A002:+|CR_05_A003:+|CR_05_A004:+|CR_05_A005:+|CR_05_A006:+|CR_05_A007:?|CR_05_A008:?|CR_05_A009:?|CR_05_A010:?|CR_05_A011:+|CR_05_A012:+|CR_05_A013:+|CR_05_A014:?|CR_05_A015:?|CR_05_A016:+|CR_05_A017:+|CR_05_A018:?|CR_05_A019:+|CR_05_A020:+|CR_05_A021:?|CR_05_A022:+|CR_05_A023:+|CR_05_A024:?|CR_05_A025:?|CR_05_A026:?|CR_05_A027:?|CR_05_A028:?|CR_05_A029:-|CR_05_A030:?|CR_05_A031:-|CR_05_A032:-|CR_05_A033:-|CR_05_A034:-|CR_05_A035:-|CR_05_A036:-|CR_05_A037:-|CR_05_A038:-|CR_05_A039:-|CR_05_A040:-|CR_05_A041:-|CR_05_A042:-|CR_05_A043:-|CR_05_A044:-|CR_05_A045:-|CR_05_A046:?|CR_05_A047:-|CR_05_A048:-|CR_05_A049:-|CR_05_A050:+|CR_05_A051:+|CR_05_A052:+|CR_05_A053:+|CR_05_A054:+|CR_05_A055:+|CR_05_A056:+|CR_05_A057:+|CR_05_A058:+|CR_05_A059:+|CR_05_A060:+|CR_05_A061:+|CR_05_A062:+|CR_05_A063:-|CR_05_A064:-|CR_05_A065:-|CR_05_A066:-|CR_05_A067:-|CR_05_A068:-|CR_05_A069:-|CR_05_A070:-|CR_05_A071:-
CR_06	A0	Stork	1	9	1 species with equivalent multi-anchor order/orientation in CR_06.	CR_06_A001:2|CR_06_A002:M|CR_06_A003:M|CR_06_A004:4|CR_06_A005:M|CR_06_A006:M|CR_06_A007:M|CR_06_A008:1|CR_06_A009:3|CR_06_A010:5|CR_06_A011:6|CR_06_A012:7|CR_06_A013:M|CR_06_A014:8|CR_06_A015:9	CR_06_A001:+|CR_06_A002:?|CR_06_A003:?|CR_06_A004:+|CR_06_A005:?|CR_06_A006:?|CR_06_A007:?|CR_06_A008:+|CR_06_A009:+|CR_06_A010:+|CR_06_A011:+|CR_06_A012:+|CR_06_A013:?|CR_06_A014:+|CR_06_A015:+
CR_06	A1	Flamingo	1	10	1 species with equivalent multi-anchor order/orientation in CR_06.	CR_06_A001:2|CR_06_A002:5|CR_06_A003:M|CR_06_A004:4|CR_06_A005:M|CR_06_A006:M|CR_06_A007:M|CR_06_A008:1|CR_06_A009:3|CR_06_A010:6|CR_06_A011:7|CR_06_A012:8|CR_06_A013:M|CR_06_A014:9|CR_06_A015:10	CR_06_A001:+|CR_06_A002:-|CR_06_A003:?|CR_06_A004:-|CR_06_A005:?|CR_06_A006:?|CR_06_A007:?|CR_06_A008:-|CR_06_A009:+|CR_06_A010:+|CR_06_A011:+|CR_06_A012:+|CR_06_A013:?|CR_06_A014:+|CR_06_A015:+
CR_06	A2	Dove	1	7	1 species with equivalent multi-anchor order/orientation in CR_06.	CR_06_A001:7|CR_06_A002:M|CR_06_A003:5|CR_06_A004:M|CR_06_A005:M|CR_06_A006:M|CR_06_A007:M|CR_06_A008:6|CR_06_A009:X|CR_06_A010:M|CR_06_A011:4|CR_06_A012:3|CR_06_A013:M|CR_06_A014:2|CR_06_A015:1	CR_06_A001:-|CR_06_A002:?|CR_06_A003:+|CR_06_A004:?|CR_06_A005:?|CR_06_A006:?|CR_06_A007:?|CR_06_A008:+|CR_06_A009:!|CR_06_A010:?|CR_06_A011:-|CR_06_A012:-|CR_06_A013:?|CR_06_A014:-|CR_06_A015:-
CR_06	A3	Sandgrouse	1	10	1 species with equivalent multi-anchor order/orientation in CR_06.	CR_06_A001:10|CR_06_A002:M|CR_06_A003:4|CR_06_A004:M|CR_06_A005:M|CR_06_A006:M|CR_06_A007:2|CR_06_A008:1|CR_06_A009:3|CR_06_A010:5|CR_06_A011:6|CR_06_A012:7|CR_06_A013:M|CR_06_A014:8|CR_06_A015:9	CR_06_A001:+|CR_06_A002:?|CR_06_A003:+|CR_06_A004:?|CR_06_A005:?|CR_06_A006:?|CR_06_A007:+|CR_06_A008:+|CR_06_A009:+|CR_06_A010:+|CR_06_A011:+|CR_06_A012:+|CR_06_A013:?|CR_06_A014:+|CR_06_A015:+
CR_06	A4	Turaco	1	10	1 species with equivalent multi-anchor order/orientation in CR_06.	CR_06_A001:9|CR_06_A002:M|CR_06_A003:5|CR_06_A004:6|CR_06_A005:8|CR_06_A006:M|CR_06_A007:M|CR_06_A008:10|CR_06_A009:7|CR_06_A010:4|CR_06_A011:3|CR_06_A012:M|CR_06_A013:M|CR_06_A014:2|CR_06_A015:1	CR_06_A001:+|CR_06_A002:?|CR_06_A003:+|CR_06_A004:+|CR_06_A005:+|CR_06_A006:?|CR_06_A007:?|CR_06_A008:+|CR_06_A009:+|CR_06_A010:+|CR_06_A011:+|CR_06_A012:?|CR_06_A013:?|CR_06_A014:+|CR_06_A015:+
CR_06	A5	Cuckoo	1	8	1 species with equivalent multi-anchor order/orientation in CR_06.	CR_06_A001:M|CR_06_A002:M|CR_06_A003:1|CR_06_A004:2|CR_06_A005:M|CR_06_A006:M|CR_06_A007:M|CR_06_A008:3|CR_06_A009:4|CR_06_A010:M|CR_06_A011:5|CR_06_A012:6|CR_06_A013:M|CR_06_A014:7|CR_06_A015:8	CR_06_A001:?|CR_06_A002:?|CR_06_A003:+|CR_06_A004:+|CR_06_A005:?|CR_06_A006:?|CR_06_A007:?|CR_06_A008:+|CR_06_A009:+|CR_06_A010:?|CR_06_A011:+|CR_06_A012:+|CR_06_A013:?|CR_06_A014:+|CR_06_A015:+
