structural_set	flank_window_bp	genealogy_window_bp	clade	event_id	start	end	event_type	pairing_confidence	n_loci	role_C1_state	role_C2_state	role_S_state	role_O_state	arrangement_pattern	predicted_topology	prediction_status	structural_confidence	mean_q1	mean_q2	mean_q3	observed_dominant_topology	event_margin	prediction_matches_observed	role_status
inclusive	100000	100000	Columbea	inclusive_W100000_EV019	1849860	2049860	single_boundary_event	single_boundary	6	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.285346616	0.385888581956	0.328764802044	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000	100000	N61	inclusive_W100000_EV019	1849860	2049860	single_boundary_event	single_boundary	6	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.324352935466	0.313950615524	0.361696449009	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000	100000	N62	inclusive_W100000_EV019	1849860	2049860	single_boundary_event	single_boundary	6	A3	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.341475679942	0.531223949395	0.127300370664	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV001	5161408	8704428	adjacency_change	moderate	304	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.326857619555	0.354746766196	0.318395614249	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV001	5161408	8704428	adjacency_change	moderate	304	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.335724926065	0.329172014288	0.335103059647	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV001	5161408	8704428	adjacency_change	moderate	292	A4	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.323274880368	0.354052098453	0.322673021179	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV002	9504880	10974030	adjacency_change	moderate	123	role_heterogeneous	A2	unresolved	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.297241755479	0.368203215953	0.334555028568	q2		false	C1:role_heterogeneous;C2:resolved;S:unresolved_role_species_state;O:resolved
inclusive	100000		N61	inclusive_W100000_EV002	9504880	10974030	adjacency_change	moderate	123	unresolved	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.30125948929	0.346589905379	0.352150605331	q3		false	C1:unresolved_role_species_state;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV002	9504880	10974030	adjacency_change	moderate	118	A3	A5	unresolved	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.332167336378	0.337856257778	0.329976405844	q2		false	C1:resolved;C2:resolved;S:unresolved_role_species_state;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV003	11304692	12214254	adjacency_change	moderate	67	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.365450551823	0.361617861446	0.272931586731	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV003	11304692	12214254	adjacency_change	moderate	68	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.35993820871	0.303044132278	0.337017659012	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV003	11304692	12214254	adjacency_change	moderate	67	A3	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.369190417904	0.353805334096	0.277004248	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV004	12886511	14318518	adjacency_change	high	76	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.322948149059	0.341268852209	0.335782998731	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV004	12886511	14318518	adjacency_change	high	76	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.323990976647	0.328543808297	0.347465215055	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV004	12886511	14318518	adjacency_change	high	70	A4	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.374039032558	0.354341170822	0.27161979662	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV005	16491814	18036264	adjacency_change	high	104	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.385427906698	0.262632447754	0.351939645548	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV005	16491814	18036264	adjacency_change	high	104	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.390861214002	0.299764082723	0.309374703275	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV005	16491814	18036264	adjacency_change	high	101	A2	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.289282655127	0.326731800399	0.383985544474	q3		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV006	19760078	25213019	adjacency_change	high	317	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.409697337187	0.315806794337	0.274495868476	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV006	19760078	25213019	adjacency_change	high	318	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.330374539492	0.375279074831	0.294346385677	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV006	19760078	25213019	adjacency_change	high	307	A1	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.382378781801	0.321243185941	0.296378032258	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000	100000	Columbea	inclusive_W100000_EV020	25459087	25659087	single_boundary_event	single_boundary	17	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.892244593587	0.0295214282581	0.078233978155	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000	100000	N61	inclusive_W100000_EV020	25459087	25659087	single_boundary_event	single_boundary	17	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.0429514521138	0.955512782001	0.00153576588487	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000	100000	N62	inclusive_W100000_EV020	25459087	25659087	single_boundary_event	single_boundary	17	A4	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.977796597101	0.0130900252793	0.0091133776194	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000	100000	Columbea	inclusive_W100000_EV021	33134049	33334049	single_boundary_event	single_boundary	9	role_heterogeneous	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.197157206796	0.457710838678	0.345131954526	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000	100000	N61	inclusive_W100000_EV021	33134049	33334049	single_boundary_event	single_boundary	10	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.338749305432	0.326443642075	0.334807052493	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000	100000	N62	inclusive_W100000_EV021	33134049	33334049	single_boundary_event	single_boundary	10	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.205993625466	0.372565489728	0.421440884806	q3		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV007	34021640	34232794	inversion_like	moderate	9	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.931553552794	0.0629859429457	0.00546050426071	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV007	34021640	34232794	inversion_like	moderate	9	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.164153015195	0.812179745241	0.0236672395639	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV007	34021640	34232794	inversion_like	moderate	8	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.891236257403	0.0646773692812	0.0440863733164	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000	100000	Columbea	inclusive_W100000_EV022	34641919	34841919	single_boundary_event	single_boundary	15	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.222533598209	0.504970990987	0.272495410804	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000	100000	N61	inclusive_W100000_EV022	34641919	34841919	single_boundary_event	single_boundary	15	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.280136802809	0.390461867518	0.329401329673	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000	100000	N62	inclusive_W100000_EV022	34641919	34841919	single_boundary_event	single_boundary	13	A1	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.426071317202	0.267335038788	0.30659364401	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV008	35025837	35331645	adjacency_change	high	3	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.314213067838	0.138979090099	0.546807842063	q3		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV008	35025837	35331645	adjacency_change	high	3	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.650284122471	0.207582570918	0.142133306611	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV008	35025837	35331645	adjacency_change	high	2	A6	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.599970862471	0.227552484435	0.172476653094	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV009	37255236	39237022	adjacency_change	high	119	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.341703678844	0.341617614523	0.316678706633	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV009	37255236	39237022	adjacency_change	high	123	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.340240188321	0.304584916477	0.355174895202	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV009	37255236	39237022	adjacency_change	high	119	A6	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.338479431443	0.32392300586	0.337597562697	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV010	42267292	44647530	inversion_like	high	176	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.485879540138	0.288972133263	0.225148326598	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV010	42267292	44647530	inversion_like	high	176	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.268089352842	0.471346346613	0.260564300545	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV010	42267292	44647530	inversion_like	high	170	A6	A4	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.517915309465	0.239302756037	0.242781934498	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV011	45658664	46422770	inversion_like	moderate	41	unresolved	A2	unresolved	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.951350836309	0.0260143625065	0.0226348011843	q1		false	C1:unresolved_role_species_state;C2:resolved;S:unresolved_role_species_state;O:resolved
inclusive	100000		N61	inclusive_W100000_EV011	45658664	46422770	inversion_like	moderate	41	unresolved	unresolved	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.0758890330821	0.914469593848	0.00964137307024	q2		false	C1:unresolved_role_species_state;C2:unresolved_role_species_state;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV011	45658664	46422770	inversion_like	moderate	40	unresolved	unresolved	unresolved	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.958167563474	0.0210090197446	0.0208234167815	q1		false	C1:unresolved_role_species_state;C2:unresolved_role_species_state;S:unresolved_role_species_state;O:role_heterogeneous
inclusive	100000	100000	Columbea	inclusive_W100000_EV023	47043089	47243089	single_boundary_event	single_boundary	17	unresolved	A1	unresolved	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.941176470588	0.0588235294118	0	q1		false	C1:unresolved_role_species_state;C2:resolved;S:unresolved_role_species_state;O:resolved
inclusive	100000	100000	N61	inclusive_W100000_EV023	47043089	47243089	single_boundary_event	single_boundary	17	unresolved	unresolved	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.00931703153365	0.953625226915	0.0370577415515	q2		false	C1:unresolved_role_species_state;C2:unresolved_role_species_state;S:resolved;O:role_heterogeneous
inclusive	100000	100000	N62	inclusive_W100000_EV023	47043089	47243089	single_boundary_event	single_boundary	13	unresolved	unresolved	unresolved	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.994475941895	0.00257172419242	0.00295233391291	q1		false	C1:unresolved_role_species_state;C2:unresolved_role_species_state;S:unresolved_role_species_state;O:role_heterogeneous
inclusive	100000	100000	Columbea	inclusive_W100000_EV024	47128924	47328924	single_boundary_event	single_boundary	19	unresolved	A1	unresolved	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.942418682873	0.0541795665635	0.00340175056377	q1		false	C1:unresolved_role_species_state;C2:resolved;S:unresolved_role_species_state;O:resolved
inclusive	100000	100000	N61	inclusive_W100000_EV024	47128924	47328924	single_boundary_event	single_boundary	19	unresolved	unresolved	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.0398573509476	0.952651393441	0.00749125561158	q2		false	C1:unresolved_role_species_state;C2:unresolved_role_species_state;S:resolved;O:role_heterogeneous
inclusive	100000	100000	N62	inclusive_W100000_EV024	47128924	47328924	single_boundary_event	single_boundary	16	A2	unresolved	unresolved	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.954530426564	0.022832120082	0.0226374533538	q1		false	C1:resolved;C2:unresolved_role_species_state;S:unresolved_role_species_state;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV012	49159743	49624080	inversion_like	high	13	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	1	0	0	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV012	49159743	49624080	inversion_like	high	13	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.00992281527992	0.948449764521	0.0416274201988	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV012	49159743	49624080	inversion_like	high	13	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.99754702935	0.00175366995042	0.000699300699301	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV013	50085260	50410378	adjacency_change	high	21	role_heterogeneous	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.917800453515	0.0663265306122	0.015873015873	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV013	50085260	50410378	adjacency_change	high	21	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.0136561927452	0.976508929304	0.0098348779508	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV013	50085260	50410378	adjacency_change	high	20	A5	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.915767628437	0.0240904609906	0.0601419105728	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV014	50989362	51570722	inversion_like	high	46	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.941762955822	0.00418089773053	0.0540561464475	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV014	50989362	51570722	inversion_like	high	46	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.033148963222	0.941974965158	0.0248760716204	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV014	50989362	51570722	inversion_like	high	46	A5	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.958805841791	0.0133084543644	0.0278857038445	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000	100000	Columbea	inclusive_W100000_EV025	51689124	51889124	single_boundary_event	single_boundary	20	role_heterogeneous	A1	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	1	0	0	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000	100000	N61	inclusive_W100000_EV025	51689124	51889124	single_boundary_event	single_boundary	20	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.000498076923077	0.932225961538	0.0672759615385	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000	100000	N62	inclusive_W100000_EV025	51689124	51889124	single_boundary_event	single_boundary	17	A4	A2	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.997186589919	0.00228623089125	0.000527179190232	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV015	55393543	55750019	adjacency_change	high	29	unresolved	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	1	0	0	q1		false	C1:unresolved_role_species_state;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV015	55393543	55750019	adjacency_change	high	30	role_heterogeneous	unresolved	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.000534089405069	0.999465910595	0	q2		false	C1:role_heterogeneous;C2:unresolved_role_species_state;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV015	55393543	55750019	adjacency_change	high	29	unresolved	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.992796142203	0.00226053995233	0.00494331784503	q1		false	C1:unresolved_role_species_state;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV016	56712451	57203613	adjacency_change	high	42	role_heterogeneous	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.417012459258	0.281348341879	0.301639198863	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV016	56712451	57203613	adjacency_change	high	42	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.310936017502	0.448022112936	0.241041869561	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV016	56712451	57203613	adjacency_change	high	42	A6	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.433352635668	0.379538420523	0.18710894381	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000		Columbea	inclusive_W100000_EV017	58171516	59982754	adjacency_change	high	137	role_heterogeneous	A1	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.383554491666	0.31849883486	0.297946673474	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000		N61	inclusive_W100000_EV017	58171516	59982754	adjacency_change	high	138	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.340898380581	0.318276431497	0.340825187922	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000		N62	inclusive_W100000_EV017	58171516	59982754	adjacency_change	high	128	A6	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.369326664079	0.335013602468	0.295659733454	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	100000	100000	Columbea	inclusive_W100000_EV026	60935423	61135423	single_boundary_event	single_boundary	11	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.138040100688	0.525211284699	0.336748614613	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	100000	100000	N61	inclusive_W100000_EV026	60935423	61135423	single_boundary_event	single_boundary	11	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.330499584032	0.311794690869	0.3577057251	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	100000	100000	N62	inclusive_W100000_EV026	60935423	61135423	single_boundary_event	single_boundary	11	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.243748616037	0.342897758903	0.41335362506	q3		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000	250000	Columbea	primary_W250000_EV011	1699860	2199860	single_boundary_event	single_boundary	19	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.313045151712	0.330779818755	0.356175029533	q3		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000	250000	N61	primary_W250000_EV011	1699860	2199860	single_boundary_event	single_boundary	19	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.302827326825	0.360483293823	0.336689379351	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000	250000	N62	primary_W250000_EV011	1699860	2199860	single_boundary_event	single_boundary	15	A3	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.25797478555	0.488957457198	0.253067757252	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
