species	reference_position	left_run_id	right_run_id	left_query_chrom	right_query_chrom	left_relative_orientation	right_relative_orientation	reference_gap_bp	query_gap_bp	same_query_chromosome	relative_orientation_switch	query_order_consistent	query_order_reversal	query_overlap	query_jump_bp	reference_query_gap_discrepancy	scaffold_or_chromosome_switch	score_chromosome_switch	score_orientation_switch	score_order_reversal	score_query_jump	score_gap_discrepancy	breakpoint_score	evidence	persistent_regime_change	left_support_bp	right_support_bp	left_support_blocks	right_support_blocks
Flamingo	34746056	FLA_R0037	FLA_R0038	chr4	chr4	-	+	18106	6573	1	1	0	1	0	6573	11533	0	0	3	3	0.00542975883997	0.0272042155564	6.0326339744	orientation_switch,order_reversal	0	113368	7456407	4	341
Flamingo	35025838	FLA_R0038	FLA_R0039	chr4	chr4	+	+	1265	-10119016	1	0	0	1	10119016	10119016	10117751	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	270096	7186311	5	336
Flamingo	37261911	FLA_R0039	FLA_R0040	chr4	chr4	+	+	11730	29289379	1	0	1	0	0	29289379	29277649	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	2499672	4956735	88	253
Flamingo	39233331	FLA_R0040	FLA_R0041	chr4	chr4	+	+	24556	-48686641	1	0	0	1	48686641	48686641	48662085	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	4452949	3003458	181	160
Flamingo	42273326	FLA_R0041	FLA_R0042	chr4	chr4	+	-	48518	2792638	1	1	0	1	0	2792638	2744120	0	0	3	3	2.3069147828	2	10.3069147828	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	7456407	98106	341	4
Flamingo	42395904	FLA_R0042	FLA_R0043	chr4	chr4	-	+	427	8861	1	1	0	1	0	8861	8434	0	0	3	3	0.00731980725407	0.0198942472906	6.02721405454	orientation_switch,order_reversal	0	98106	12341	4	1
Flamingo	42415072	FLA_R0043	FLA_R0044	chr4	chr4	+	-	13227	16593	1	1	0	1	0	16593	3366	0	0	3	3	0.0137069813527	0.00793977192081	6.02164675327	orientation_switch,order_reversal	0	12341	151326	1	6
Flamingo	42576219	FLA_R0044	FLA_R0045	chr4	chr4	-	+	6414	4439	1	1	0	1	0	4439	1975	0	0	3	3	0.00366692522298	0.00465865999513	6.00832558522	orientation_switch,order_reversal	0	151326	43306	6	1
Flamingo	42624186	FLA_R0045	FLA_R0046	chr4	chr4	+	-	2909	9099	1	1	0	1	0	9099	6190	0	0	3	3	0.0075164119405	0.0146010660101	6.02211747795	orientation_switch,order_reversal	0	43306	1968381	1	83
Flamingo	44635438	FLA_R0046	FLA_R0047	chr4	chr4	-	+	82831	20578314	1	1	0	1	0	20578314	20495483	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1968381	372982	83	20
Flamingo	44811892	FLA_R0047	FLA_R0048	chr4	chr4	+	+	129345	252873	1	0	1	0	0	252873	123528	0	0	0	0	0.208890827193	0.29137972247	0.500270549663	weak_gap_signal	0	70366	302616	2	18
Flamingo	45031386	FLA_R0048	FLA_R0049	chr4	chr4	+	+	129021	170523	1	0	1	0	0	170523	41502	0	0	0	0	0.140863953548	0.0978955479078	0.238759501455	weak_gap_signal	0	160678	212304	8	12
Flamingo	45450574	FLA_R0049	FLA_R0050	chr4	chr4	+	+	331075	649507	1	0	1	0	0	649507	318432	0	0	0	0	0.536538319622	0.751122237757	1.28766055738	weak_gap_signal	0	349818	23164	19	1
Flamingo	45658804	FLA_R0050	FLA_R0051	chr4	chr4	+	-	39056	447321	1	1	0	1	0	447321	408265	0	0	3	3	0.369518508148	0.963021682487	7.33254019063	orientation_switch,order_reversal	1	372982	634835	20	18
Flamingo	46206052	FLA_R0051	FLA_R0052	chr4	chr4	-	-	103168	173758	1	0	1	0	0	173758	70590	0	0	0	0	0.143536290357	0.166508764079	0.310045054436	weak_gap_signal	0	476136	158699	11	7
Flamingo	46422770	FLA_R0052	FLA_R0053	chr4	chr4	-	+	12869	1124866	1	1	0	1	0	1124866	1111997	0	0	3	3	0.929218181543	2	8.92921818154	orientation_switch,order_reversal,gap_discrepancy	1	634835	2499016	18	103
Flamingo	47014086	FLA_R0053	FLA_R0054	chr4	chr4	+	+	8407	-9607282	1	0	0	1	9607282	9607282	9598875	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	580678	1918338	22	81
Flamingo	47148656	FLA_R0054	FLA_R0055	chr4	chr4	+	+	107230	204295	1	0	1	0	0	204295	97065	0	0	0	0	0.168761993338	0.228958396166	0.397720389504	weak_gap_signal	1	657430	1841586	24	79
Flamingo	47263530	FLA_R0055	FLA_R0056	chr4	chr4	+	+	106319	154167	1	0	1	0	0	154167	47848	0	0	0	0	0.127352750811	0.112864589087	0.240217339898	weak_gap_signal	0	665530	1833486	25	78
Flamingo	49157896	FLA_R0056	FLA_R0057	chr4	chr4	+	-	15441	6390986	1	1	0	1	0	6390986	6375545	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	2499016	453061	103	11
Flamingo	49623083	FLA_R0057	FLA_R0058	chr4	chr4	-	+	8810	10129461	1	1	0	1	0	10129461	10120651	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	453061	11331008	11	595
Flamingo	50989361	FLA_R0058	FLA_R0059	chr4	chr4	+	+	14540	-3281687	1	0	0	1	3281687	3281687	3267147	0	0	0	3	2.71090354454	2	7.71090354454	order_reversal,large_query_jump,gap_discrepancy	1	1354603	9976405	70	525
Flamingo	51787672	FLA_R0059	FLA_R0060	chr4	chr4	+	+	20397	15257594	1	0	1	0	0	15257594	15237197	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	2135446	9195562	99	496
Flamingo	58171516	FLA_R0060	FLA_R0061	chr4	chr4	+	+	40831	-29202715	1	0	0	1	29202715	29202715	29161884	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	8488675	2842333	421	174
Flamingo	61053871	FLA_R0061	FLA_R0062	chr4	chr4	+	-	39214	17398569	1	1	0	1	0	17398569	17359355	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	11331008	5940029	595	257
Flamingo	61468316	FLA_R0062	FLA_R0063	chr4	chr4	-	-	128548	184545	1	0	1	0	0	184545	55997	0	0	0	0	0.152447108645	0.132086574049	0.284533682694	weak_gap_signal	0	330564	5609465	5	252
Flamingo	61939006	FLA_R0063	FLA_R0064	chr4	chr4	-	-	122061	151395	1	0	1	0	0	151395	29334	0	0	0	0	0.125062884463	0.0691934847074	0.194256369171	weak_gap_signal	0	675949	5264080	22	235
Flamingo	64899140	FLA_R0064	FLA_R0065	chr4	chr4	-	-	126326	252459	1	0	1	0	0	252459	126133	0	0	0	0	0.208548834167	0.297524436033	0.5060732702	weak_gap_signal	1	3511890	2428139	158	99
Flamingo	67390450	FLA_R0065	FLA_R0066	chr4	chr4	-	+	17	603	1	1	0	1	0	603	586	0	0	3	3	0.000498120276967	0.00138226569982	6.00188038598	orientation_switch,order_reversal	0	5940029	17155	257	1
Flamingo	67407795	FLA_R0066	FLA_R0067	chr4	chr4	+	-	362	587	1	1	0	1	0	587	225	0	0	3	3	0.00048490315519	0.000530733417167	6.00101563657	orientation_switch,order_reversal	0	17155	145332	1	3
Flamingo	67554805	FLA_R0067	FLA_R0068	chr4	chr4	-	+	2994	5731	1	1	0	1	0	5731	2737	0	0	3	3	0.00473420780646	0.00645607716793	6.01119028497	orientation_switch,order_reversal	0	145332	19542	3	1
Flamingo	67584612	FLA_R0068	FLA_R0069	chr4	chr4	+	-	17535	27704	1	1	0	1	0	27704	10169	0	0	3	3	0.0228854463567	0.0239867916407	6.046872238	orientation_switch,order_reversal	0	19542	3352572	1	178
Flamingo	70984005	FLA_R0069	FLA_R0070	chr4	chr4	-	+	76108	141058	1	1	0	1	0	141058	64950	0	0	3	3	0.116523797725	0.153205046422	6.26972884415	orientation_switch,order_reversal	0	3352572	7172	178	1
Flamingo	71036041	FLA_R0070	FLA_R0071	chr4	chr4	+	-	13620	27127	1	1	0	1	0	27127	13507	0	0	3	3	0.0224088039026	0.0318605167363	6.05426932064	orientation_switch,order_reversal	0	7172	13134374	1	615
Flamingo	71147590	FLA_R0071	FLA_R0072	chr4	chr4	-	-	189200	328143	1	0	1	0	0	328143	138943	0	0	0	0	0.271069124452	0.327740858584	0.598809983036	weak_gap_signal	0	10139	13124235	1	614
Flamingo	71405017	FLA_R0072	FLA_R0073	chr4	chr4	-	-	257722	367204	1	0	1	0	0	367204	109482	0	0	0	0	0.30333624906	0.258247804348	0.561584053408	weak_gap_signal	0	44105	13090269	3	612
Flamingo	72095272	FLA_R0073	FLA_R0074	chr4	chr4	-	-	162659	224003	1	0	1	0	0	224003	61344	0	0	0	0	0.185042183087	0.144699158856	0.329741341943	weak_gap_signal	1	524169	12610205	24	591
Flamingo	72401412	FLA_R0074	FLA_R0075	chr4	chr4	-	-	158853	230209	1	0	1	0	0	230209	71356	0	0	0	0	0.190168774196	0.168315616513	0.358484390709	weak_gap_signal	1	669554	12464820	28	587
Flamingo	76152240	FLA_R0075	FLA_R0076	chr4	chr4	-	-	0	-40862	1	0	0	1	40862	40862	40862	0	0	0	3	0.033754876878	0.0963859061879	3.13014078307	order_reversal	1	4340955	8793419	194	421
Flamingo	84945659	FLA_R0076	FLA_R0077	chr4	chr4	-	+	0	0	1	1	0	1	0	0	0	0	0	3	3	0	0	6	orientation_switch,order_reversal	0	13134374	5168	615	1
Flamingo	84950827	FLA_R0077	FLA_R0078	chr4	chr4	+	-	0	359	1	1	0	1	0	359	359	0	0	3	3	0.000296559169869	0.000846814652279	6.00114337382	orientation_switch,order_reversal	0	5168	2992752	1	113
Flamingo	85777459	FLA_R0078	FLA_R0079	chr4	chr4	-	-	293384	63822	1	0	1	0	0	63822	229562	0	0	0	0	0.0527214466278	0.541494332052	0.594215778679	weak_gap_signal	1	679940	2312812	32	81
Flamingo	86795046	FLA_R0079	FLA_R0080	chr4	chr4	-	-	118787	148449	1	0	1	0	0	148449	29662	0	0	0	0	0.122629281916	0.0699671760889	0.192596458005	weak_gap_signal	0	1491442	1501310	58	55
Flamingo	88128187	FLA_R0080	FLA_R0081	chr4	chr4	-	-	170972	218614	1	0	1	0	0	218614	47642	0	0	0	0	0.180590491258	0.112378673158	0.292969164417	weak_gap_signal	1	2679703	313049	105	8
Flamingo	88341344	FLA_R0081	FLA_R0082	chr4	chr4	-	-	204779	264036	1	0	1	0	0	264036	59257	0	0	0	0	0.218112247843	0.13977631156	0.357888559403	weak_gap_signal	1	2704984	287768	107	6
Flamingo	88525822	FLA_R0082	FLA_R0083	chr4	chr4	-	-	151507	223755	1	0	1	0	0	223755	72248	0	0	0	0	0.184837317699	0.17041967966	0.355256997359	weak_gap_signal	1	2711319	281433	108	5
Flamingo	88746826	FLA_R0083	FLA_R0084	chr4	chr4	-	-	117283	177480	1	0	1	0	0	177480	60197	0	0	0	0	0.14661092331	0.141993597836	0.288604521147	weak_gap_signal	0	2797929	194823	111	2
Flamingo	89001486	FLA_R0084	FLA_R0085	chr4	chr4	-	+	2390	1760	1	1	0	1	0	1760	630	0	0	3	3	0.00145388339546	0.00148605356807	6.00293993696	orientation_switch,order_reversal	0	2992752	17031	113	1
Flamingo	89019838	FLA_R0085	FLA_R0086	chr4	chr4	+	-	253	1550	1	1	0	1	0	1550	1297	0	0	3	3	0.00128040867214	0.00305938329807	6.00433979197	orientation_switch,order_reversal	0	17031	1169446	1	36
Flamingo	89529646	FLA_R0086	FLA_R0087	chr4	chr4	-	-	120527	140876	1	0	1	0	0	140876	20349	0	0	0	0	0.116373452965	0.0479995302486	0.164372983214	weak_gap_signal	0	449417	720029	8	28
Flamingo	89896065	FLA_R0087	FLA_R0088	chr4	chr4	-	-	275510	382626	1	0	1	0	0	382626	107116	0	0	0	0	0.316075902313	0.252666847614	0.568742749927	weak_gap_signal	1	617818	551628	12	24
Flamingo	90629122	FLA_R0088	FLA_R0089	chr4	chr4	-	-	103445	168949	1	0	1	0	0	168949	65504	0	0	0	0	0.139563719193	0.154511830036	0.294075549229	weak_gap_signal	0	1161398	8048	35	1
Flamingo	90727802	FLA_R0089	FLA_R0090	chr4	chr4	-	+	77818	830594	1	1	0	1	0	830594	752776	0	0	3	3	0.686128877822	1.77565946152	8.46178833934	orientation_switch,order_reversal,gap_discrepancy	0	1169446	36881	36	3
Flamingo	90883006	FLA_R0090	FLA_R0091	chr4	chr4	+	+	195691	267273	1	0	1	0	0	267273	71582	0	0	0	0	0.220786236792	0.168848708745	0.389634945537	weak_gap_signal	0	18450	18431	1	2
Flamingo	91142274	FLA_R0091	FLA_R0092	chr4	chr4	+	+	308053	73358723	1	0	1	0	0	73358723	73050670	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	25845	11036	2	1
Dove	443778	DOV_R0001	DOV_R0002	OU015479.1	CABFKC020000162.1	+	+	37463		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	0	330663	24571	10	1
Dove	497528	DOV_R0002	DOV_R0003	CABFKC020000162.1	OU015479.1	+	-	20895		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	0	24571	6129	1	1
Dove	530472	DOV_R0003	DOV_R0004	OU015479.1	OU015479.1	-	+	32735	55126	1	1	0	1	0	55126	22391	0	0	3	3	0.0455379409421	0.0528162308612	6.0983541718	orientation_switch,order_reversal	0	6129	875557	1	30
Dove	1129805	DOV_R0004	DOV_R0005	OU015479.1	OU015479.1	+	+	116674	147155	1	0	1	0	0	147155	30481	0	0	0	0	0.121560347192	0.0718990457274	0.19345939292	weak_gap_signal	0	524629	350928	17	13
Dove	1547100	DOV_R0005	DOV_R0006	OU015479.1	OU015479.1	+	+	35592	19785766	1	0	1	0	0	19785766	19750174	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	865791	9766	29	1
Dove	1582350	DOV_R0006	DOV_R0007	OU015479.1	OU015479.1	+	-	15376	605260	1	1	0	1	0	605260	589884	0	0	3	3	0.499987195418	1.39142733801	7.89141453343	orientation_switch,order_reversal,gap_discrepancy	1	875557	6517596	30	217
Dove	1759938	DOV_R0007	DOV_R0008	OU015479.1	OU015479.1	-	-	150513	450049	1	0	1	0	0	450049	299536	0	0	0	0	0.371772027411	0.706550065975	1.07832209339	weak_gap_signal	0	94643	6422953	4	213
Dove	1920642	DOV_R0008	DOV_R0009	OU015479.1	OU015479.1	-	-	82149	18524492	1	0	1	0	0	18524492	18442343	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	139016	6378580	7	210
Dove	2042648	DOV_R0009	DOV_R0010	OU015479.1	OU015479.1	-	-	1846	-6553924	1	0	0	1	6553924	6553924	6552078	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	219025	6298571	9	208
Dove	3643806	DOV_R0010	DOV_R0011	OU015479.1	OU015479.1	-	-	128446	170196	1	0	1	0	0	170196	41750	0	0	0	0	0.140593828621	0.0984805340743	0.239074362696	weak_gap_signal	0	1755037	4762559	66	151
Dove	5161408	DOV_R0011	DOV_R0012	OU015479.1	OU015479.1	-	-	0	-9630049	1	0	0	1	9630049	9630049	9630049	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	3208416	3309180	92	125
Dove	5721899	DOV_R0012	DOV_R0013	OU015479.1	OU015479.1	-	-	117290	170978	1	0	1	0	0	170978	53688	0	0	0	0	0.141239815448	0.126640069782	0.26787988523	weak_gap_signal	0	3710262	2807334	116	101
Dove	6870120	DOV_R0013	DOV_R0014	OU015479.1	OU015479.1	-	-	105891	147678	1	0	1	0	0	147678	41787	0	0	0	0	0.12199238186	0.0985678102362	0.220560192097	weak_gap_signal	0	4746893	1770703	151	66
Dove	8704428	DOV_R0014	DOV_R0015	OU015479.1	OU015479.1	-	+	21317	2087540	1	1	0	1	0	2087540	2066223	0	0	3	3	1.72445439963	2	9.72445439963	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	6517596	682044	217	24
Dove	9400482	DOV_R0015	DOV_R0016	OU015479.1	OU015479.1	+	-	6703	13359800	1	1	0	1	0	13359800	13353097	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	682044	2904072	24	124
Dove	9504634	DOV_R0016	DOV_R0017	OU015479.1	OU015479.1	-	-	6781	-19660610	1	0	0	1	19660610	19660610	19653829	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	0	97410	2806662	2	122
Dove	9601424	DOV_R0017	DOV_R0018	OU015479.1	OU015479.1	-	-	753	16810339	1	0	1	0	0	16810339	16809586	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	190434	2713638	4	120
Dove	10955480	DOV_R0018	DOV_R0019	OU015479.1	OU015479.1	-	-	10187	-18018760	1	0	0	1	18018760	18018760	18008573	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	1539019	1365053	67	57
Dove	11059804	DOV_R0019	DOV_R0020	OU015479.1	OU015479.1	-	-	106277	144599	1	0	1	0	0	144599	38322	0	0	0	0	0.119448911989	0.0903945156118	0.2098434276	weak_gap_signal	0	1585112	1318960	69	55
Dove	11177663	DOV_R0020	DOV_R0021	OU015479.1	OU015479.1	-	-	119340	250692	1	0	1	0	0	250692	131352	0	0	0	0	0.207089168281	0.309835092496	0.516924260777	weak_gap_signal	1	1590162	1313910	70	54
Dove	11658793	DOV_R0021	DOV_R0022	OU015479.1	OU015479.1	-	-	103788	134865	1	0	1	0	0	134865	31077	0	0	0	0	0.111407945528	0.0733048995791	0.184712845107	weak_gap_signal	0	1959728	944344	84	40
Dove	12655132	DOV_R0022	DOV_R0023	OU015479.1	OU015479.1	-	+	202	6	1	1	0	1	0	6	196	0	0	3	3	4.95642066633e-06	0.000462327776732	6.0004672842	orientation_switch,order_reversal	0	2904072	6517	124	1
Dove	12661754	DOV_R0023	DOV_R0024	OU015479.1	OU015479.1	+	-	8	9	1	1	0	1	0	9	1	0	0	3	3	7.4346309995e-06	2.35881518741e-06	6.00000979345	orientation_switch,order_reversal	0	6517	224384	1	3
Dove	12886511	DOV_R0024	DOV_R0025	OU015479.1	OU015479.1	-	+	738	16534115	1	1	0	1	0	16534115	16533377	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	224384	753049	3	20
Dove	13256235	DOV_R0025	DOV_R0026	OU015479.1	OU015479.1	+	+	159172	272558	1	0	1	0	0	272558	113386	0	0	0	0	0.225152017329	0.267456618839	0.492608636169	weak_gap_signal	1	289769	463280	13	7
Dove	13801740	DOV_R0026	DOV_R0027	OU015479.1	OU015479.1	+	-	5278	624409	1	1	0	1	0	624409	619131	0	0	3	3	0.515805611974	1.46041560579	7.97622121777	orientation_switch,order_reversal,gap_discrepancy	0	753049	5921	20	1
Dove	13821412	DOV_R0027	DOV_R0028	OU015479.1	OU015479.1	-	+	22225	14060231	1	1	0	1	0	14060231	14038006	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	5921	4067092	1	197
Dove	14334344	DOV_R0028	DOV_R0029	OU015479.1	OU015479.1	+	+	121468	212818	1	0	1	0	0	212818	91350	0	0	0	0	0.175802588895	0.21547776737	0.391280356264	weak_gap_signal	1	441085	3626007	28	169
Dove	16491814	DOV_R0029	DOV_R0030	OU015479.1	OU015479.1	+	+	3138	-9208525	1	0	0	1	9208525	9208525	9205387	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	2536252	1530840	139	58
Dove	18036264	DOV_R0030	DOV_R0031	OU015479.1	OU015479.1	+	-	24081	3956153	1	1	0	1	0	3956153	3932072	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	4067092	515301	197	28
Dove	18563605	DOV_R0031	DOV_R0032	OU015479.1	OU015479.1	-	+	0	7	1	1	0	1	0	7	7	0	0	3	3	5.78249077739e-06	1.65117063119e-05	6.0000222942	orientation_switch,order_reversal	0	515301	19601	28	1
Dove	18584039	DOV_R0032	DOV_R0033	OU015479.1	OU015479.1	+	-	1666	0	1	1	0	1	0	0	1666	0	0	3	3	0	0.00392978610222	6.0039297861	orientation_switch,order_reversal	0	19601	102702	1	1
Dove	18990683	DOV_R0033	DOV_R0034	OU015479.1	OU015479.1	-	+	606218	176876	1	1	0	1	0	176876	429342	0	0	3	3	0.146111976963	1.01273843019	7.15885040716	orientation_switch,order_reversal,gap_discrepancy	0	102702	272360	1	6
Dove	19610120	DOV_R0034	DOV_R0035	OU015479.1	OU015479.1	+	+	138176	119078	1	0	1	0	0	119078	19098	0	0	0	0	0.0983667766843	0.0450486524491	0.143415429133	weak_gap_signal	0	247240	25120	5	1
Dove	19762179	DOV_R0035	DOV_R0036	OU015479.1	LR594554.2	+	+	115702		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	1	272360	1373493	6	35
Dove	21193523	DOV_R0036	DOV_R0037	LR594554.2	LR594554.2	+	-	0	1112	1	1	0	1	0	1112	1112	0	0	3	3	0.000918589963494	0.0026230024884	6.00354159245	orientation_switch,order_reversal	0	1373493	130485	35	1
Dove	21325670	DOV_R0037	DOV_R0038	LR594554.2	LR594554.2	-	+	3323	804	1	1	0	1	0	804	2519	0	0	3	3	0.000664160369289	0.00594185545708	6.00660601583	orientation_switch,order_reversal	0	130485	969422	1	41
Dove	21812578	DOV_R0038	DOV_R0039	LR594554.2	LR594554.2	+	+	127664	158751	1	0	1	0	0	158751	31087	0	0	0	0	0.1311394562	0.0733284877309	0.204467943931	weak_gap_signal	0	421415	548007	21	20
Dove	22445072	DOV_R0039	DOV_R0040	LR594554.2	LR594554.2	+	-	41309	8229	1	1	0	1	0	8229	33080	0	0	3	3	0.00679773094388	0.0780296063994	6.08482733734	orientation_switch,order_reversal	0	969422	45558	41	2
Dove	22517078	DOV_R0040	DOV_R0041	LR594554.2	LR594554.2	-	+	11587	91875	1	1	0	1	0	91875	80288	0	0	3	3	0.0758951914533	0.189384553767	6.26527974522	orientation_switch,order_reversal	0	45558	2566301	2	107
Dove	24402176	DOV_R0041	DOV_R0042	LR594554.2	LR594554.2	+	+	115165	62896	1	0	1	0	0	62896	52269	0	0	0	0	0.051956505705	0.123292911031	0.175249416736	weak_gap_signal	0	1821723	744578	72	35
Dove	25213013	DOV_R0042	DOV_R0043	LR594554.2	LR594554.2	+	-	17352	3557	1	1	0	1	0	3557	13795	0	0	3	3	0.00293833138503	0.0325398555103	6.0354781869	orientation_switch,order_reversal	1	2566301	330942	107	11
Dove	25559098	DOV_R0043	DOV_R0044	LR594554.2	LR594554.2	-	+	12933	21217871	1	1	0	1	0	21217871	21204938	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	330942	8217976	11	408
Dove	28059368	DOV_R0044	DOV_R0045	LR594554.2	LR594554.2	+	+	114935	185089	1	0	1	0	0	185089	70154	0	0	0	0	0.152896490785	0.165480320657	0.318376811443	weak_gap_signal	0	2436336	5781640	114	294
Dove	30003142	DOV_R0045	DOV_R0046	LR594554.2	LR594554.2	+	+	113759	155624	1	0	1	0	0	155624	41865	0	0	0	0	0.128556334963	0.0987517978208	0.227308132784	weak_gap_signal	0	4265763	3952213	207	201
Dove	33233701	DOV_R0046	DOV_R0047	LR594554.2	LR594554.2	+	+	5856	7950434	1	0	1	0	0	7950434	7944578	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	7436515	781461	384	24
Dove	34034714	DOV_R0047	DOV_R0048	LR594554.2	LR594554.2	+	-	33248	32143001	1	1	0	1	0	32143001	32109753	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	8217976	175817	408	2
Dove	34232774	DOV_R0048	DOV_R0049	LR594554.2	LR594554.2	-	+	11237	15014669	1	1	0	1	0	15014669	15003432	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	175817	426963	2	10
Dove	34600310	DOV_R0049	DOV_R0050	LR594554.2	LR594554.2	+	+	44611	-15708385	1	0	0	1	15708385	15708385	15663774	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	0	339612	87351	8	2
Dove	34741919	DOV_R0050	DOV_R0051	LR594554.2	LR594554.2	+	-	63906	1146342	1	1	0	1	0	1146342	1082436	0	0	3	3	0.946958863248	2	8.94695886325	orientation_switch,order_reversal,gap_discrepancy	1	426963	7121780	10	275
Dove	34922287	DOV_R0051	DOV_R0052	LR594554.2	LR594554.2	-	-	98578	358605	1	0	1	0	0	358605	260027	0	0	0	0	0.296232872175	0.613355636736	0.909588508911	weak_gap_signal	0	99126	7022654	2	273
Dove	35025954	DOV_R0052	DOV_R0053	LR594554.2	LR594554.2	-	-	1283	-31004628	1	0	0	1	31004628	31004628	31003345	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	0	152862	6968918	3	272
Dove	35360418	DOV_R0053	DOV_R0054	LR594554.2	LR594554.2	-	-	105387	28737642	1	0	1	0	0	28737642	28632255	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	433991	6687789	12	263
Dove	37169460	DOV_R0054	DOV_R0055	LR594554.2	LR594554.2	-	-	1811	-3237010	1	0	0	1	3237010	3237010	3235199	0	0	0	3	2.67399721019	2	7.67399721019	order_reversal,large_query_jump,gap_discrepancy	1	2189434	4932346	75	200
Dove	37261232	DOV_R0055	DOV_R0056	LR594554.2	LR594554.2	-	-	10266	-3425612	1	0	0	1	3425612	3425612	3415346	0	0	0	3	2.82979568527	2	7.82979568527	order_reversal,large_query_jump,gap_discrepancy	1	2275168	4846612	76	199
Dove	39240714	DOV_R0056	DOV_R0057	LR594554.2	LR594554.2	-	-	8427	-40615784	1	0	0	1	40615784	40615784	40607357	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	4245304	2876476	167	108
Dove	41017020	DOV_R0057	DOV_R0058	LR594554.2	LR594554.2	-	-	103528	151857	1	0	1	0	0	151857	48329	0	0	0	0	0.125444528855	0.113999179192	0.239443708047	weak_gap_signal	0	5965632	1156148	228	47
Dove	42261258	DOV_R0058	DOV_R0059	LR594554.2	LR594554.2	-	+	72653	2598856	1	1	0	1	0	2598856	2526203	0	0	3	3	2.14683726454	2	10.1468372645	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	7121780	273712	275	9
Dove	42574494	DOV_R0059	DOV_R0060	LR594554.2	LR594554.2	+	-	6393	22267	1	1	0	1	0	22267	15874	0	0	3	3	0.0183941031629	0.0374438322849	6.05583793545	orientation_switch,order_reversal	0	273712	44991	9	1
Dove	42624166	DOV_R0060	DOV_R0061	LR594554.2	LR594554.2	-	+	2970	5818	1	1	0	1	0	5818	2848	0	0	3	3	0.00480607590612	0.00671790565374	6.01152398156	orientation_switch,order_reversal	0	44991	1861108	1	70
Dove	44074140	DOV_R0061	DOV_R0062	LR594554.2	LR594554.2	+	+	131447	155585	1	0	1	0	0	155585	24138	0	0	0	0	0.128524118229	0.0569370809936	0.185461199222	weak_gap_signal	0	1382766	478342	51	19
Dove	44647530	DOV_R0062	DOV_R0063	LR594554.2	LR594554.2	+	-	58647	14097354	1	1	0	1	0	14097354	14038707	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1861108	487388	70	17
Dove	44811895	DOV_R0063	DOV_R0064	LR594554.2	LR594554.2	-	-	129338	257035	1	0	1	0	0	257035	127697	0	0	0	0	0.212328930995	0.301213622986	0.513542553982	weak_gap_signal	0	70373	417015	2	15
